"","0","0.1","0.2","0.3","0.4","0.5","0.6","0.7","0.8","0.9","1"
"0",-16885.2801603368,-16965.6606303306,-17066.1362178233,-17195.3191160272,-17367.5629802997,-17608.7043902805,-17970.4165052525,-18573.2700302058,-19778.9770801107,-23396.0982298334,Inf
"0.1",-18937.1865705955,-19285.1849283202,-19732.9659633927,-20330.628711037,-21168.5518202353,-22428.0581326314,-24534.2556081956,-28773.1755672839,-41706.1952400846,985230.099271423,8142.5303582187
"0.2",-21518.1193184896,-22288.7768251909,-23318.4679287596,-24764.1747162149,-26941.8383609845,-30595.7583481194,-37996.8055540628,-60974.8831680335,839814.203202525,24403.7031992436,4613.19891883134
"0.3",-24862.9474239622,-26331.3926255496,-28396.1151018779,-31512.824407056,-36760.3423253889,-47458.7592498036,-81279.4633518653,791342.237843908,39912.0807025546,12883.5854399218,3436.75510570199
"0.4",-29369.7200544629,-32064.9260058495,-36142.1107110519,-43030.6595720663,-57168.3943988821,-102705.778216698,767106.255166148,54718.7551373252,20958.0010282602,8981.91144621419,2848.5331991375
"0.5",-35771.1717424483,-40830.8198102432,-49409.4538810089,-67135.565149964,-125349.424424514,752564.665558284,68870.2975438372,28843.3295687626,14438.7735650879,7019.30884153924,2495.60005519881
"0.6",-45580.1032464591,-55899.564809169,-77370.655414634,-149317.178844065,742870.272486387,82409.247021701,36546.1362635298,19809.4336379324,11140.0777119116,5837.95500305169,2260.31129257294
"0.7",-62503.9318923388,-87884.6149527025,-174728.682210401,735945.706006466,95374.5378230563,44072.6858622359,25095.918258169,15211.7338077342,9148.173551216,5048.79929655353,2092.24789069738
"0.8",-98688.9984478712,-201718.436488486,730752.28114653,107801.87328313,51428.9596552325,30300.1909867492,19235.1499427685,12426.7169644601,7814.90891798835,4484.33758353424,1966.20033929071
"0.9",-230438.186319991,726712.950700546,119724.054151336,58620.6713262633,35424.1547838526,23211.1783708162,15674.0377219992,10558.9084692415,6859.95366662448,4060.56447411941,1868.16335486326
"1",723481.486343756,131171.267681336,65653.281752969,40469.6543288605,27140.6513875542,18890.5797256701,13281.0619904033,9219.26572928337,6142.29738087306,3730.70989354138,1789.73376732133
