run,TP.c,TP.q,TP.lyg,TP.death.other,TP.death.stroke,TP.death.bleed,TP.stroke.dep,TP.stroke.indep,TP.bleed.ich,TP.bleed.nich,TP.count.p.dep,TP.count.p.indep,TP.count.p.ich,TP.count.p.nich,FN.c,FN.q,FN.lyg,FN.death.other,FN.death.stroke,FN.death.bleed,FN.stroke.dep,FN.stroke.indep,FN.bleed.ich,FN.bleed.nich,FN.count.p.dep,FN.count.p.indep,FN.count.p.ich,FN.count.p.nich,TN.c,TN.q,TN.lyg,TN.death.other,TN.death.stroke,TN.death.bleed,TN.stroke.dep,TN.stroke.indep,TN.bleed.ich,TN.bleed.nich,TN.count.p.dep,TN.count.p.indep,TN.count.p.ich,TN.count.p.nich,FP.c,FP.q,FP.lyg,FP.death.other,FP.death.stroke,FP.death.bleed,FP.stroke.dep,FP.stroke.indep,FP.bleed.ich,FP.bleed.nich,FP.count.p.dep,FP.count.p.indep,FP.count.p.ich,FP.count.p.nich
11,16571.72714,11.8157,25.04601,0.683,0.2562,0.0608,0.2852,0.5014,0.0408,0.4206,0.1712,0.3496,0.0408,0.4206,13276.27767,10.37904,23.14721,0.62,0.3448,0.0352,0.3748,0.6854,0.0244,0.2342,0.2416,0.4892,0.0244,0.2342,909.11478,13.8552,29.25012,0.889,0.1004,0.0106,0.0982,0.2132,0.0102,0.068,0.0764,0.1816,0.0102,0.068,3265.31504,13.61779,28.20651,0.867,0.0666,0.0664,0.0694,0.139,0.045,0.456,0.0478,0.1078,0.045,0.456
12,18781.37859,11.87313,25.22223,0.696,0.2482,0.0558,0.2986,0.4938,0.0624,0.4458,0.1848,0.3462,0.0624,0.4458,14379.26647,10.53909,23.56546,0.6418,0.3266,0.0316,0.3874,0.6594,0.0336,0.2354,0.2456,0.4912,0.0336,0.2354,1147.64155,13.98213,29.55714,0.9068,0.0864,0.0068,0.0936,0.1914,0.0104,0.055,0.0762,0.1626,0.0104,0.055,5711.35079,13.63788,28.31183,0.8806,0.0592,0.0602,0.065,0.1288,0.0656,0.4806,0.0482,0.1032,0.0656,0.4806
13,13056.93551,11.80306,25.01279,0.6792,0.2554,0.0654,0.2736,0.4878,0.0436,0.3884,0.1766,0.342,0.0436,0.3884,10436.58803,10.4885,23.29623,0.617,0.3454,0.0376,0.3634,0.652,0.0248,0.2084,0.236,0.4818,0.0248,0.2084,848.4794,14.00841,29.51271,0.9036,0.0872,0.0092,0.0862,0.1802,0.0076,0.05,0.0686,0.1548,0.0076,0.05,3376.06671,13.75356,28.48482,0.8684,0.0596,0.072,0.0598,0.1252,0.0482,0.4252,0.0436,0.1002,0.0482,0.4252
14,17038.23431,11.95568,25.33438,0.7026,0.2366,0.0608,0.277,0.5038,0.0454,0.4258,0.169,0.346,0.0454,0.4258,12439.35538,10.66446,23.82093,0.6486,0.319,0.0324,0.3638,0.6882,0.0268,0.2222,0.2336,0.5022,0.0268,0.2222,1163.81978,13.98352,29.54942,0.9062,0.0854,0.0084,0.0878,0.1974,0.009,0.0558,0.0706,0.1648,0.009,0.0558,5862.11077,13.67759,28.43133,0.8772,0.0582,0.0646,0.063,0.1304,0.0486,0.4518,0.0422,0.0994,0.0486,0.4518
15,16852.37011,11.70804,24.82974,0.6622,0.2802,0.0576,0.3122,0.4974,0.0454,0.4308,0.1918,0.349,0.0454,0.4308,12611.9534,10.32453,22.99097,0.6086,0.3588,0.0326,0.3852,0.6528,0.0258,0.2318,0.247,0.4774,0.0258,0.2318,850.55532,13.88704,29.34755,0.8952,0.0954,0.0094,0.0994,0.1852,0.0094,0.0624,0.0752,0.1564,0.0094,0.0624,4587.79498,13.61452,28.26649,0.873,0.0644,0.0626,0.0694,0.1236,0.05,0.4682,0.0502,0.0964,0.05,0.4682
16,16488.50505,11.75611,24.80507,0.6782,0.2494,0.0724,0.2686,0.4556,0.0508,0.439,0.1652,0.3276,0.0508,0.439,12415.97327,10.47235,23.10744,0.621,0.3404,0.0386,0.3442,0.629,0.0272,0.229,0.225,0.4714,0.0272,0.229,1418.63382,13.9271,29.3972,0.895,0.0946,0.0104,0.0904,0.19,0.0096,0.0592,0.0722,0.1628,0.0096,0.0592,4877.43729,13.50848,27.96061,0.8548,0.0662,0.079,0.0654,0.1292,0.054,0.4816,0.0462,0.0986,0.054,0.4816
17,16365.32835,11.59441,24.3888,0.659,0.2752,0.0658,0.28,0.5294,0.0476,0.418,0.173,0.3684,0.0476,0.418,12364.7947,10.36787,22.89018,0.605,0.3564,0.0386,0.3518,0.7004,0.0288,0.238,0.2262,0.4956,0.0288,0.238,1522.00395,13.9384,29.45472,0.8964,0.0944,0.0092,0.09,0.1946,0.0096,0.0582,0.069,0.164,0.0096,0.0582,5252.38972,13.54406,28.08993,0.8638,0.0628,0.0734,0.0602,0.131,0.0522,0.4608,0.042,0.105,0.0522,0.4608
18,14590.89572,12.02819,25.56298,0.703,0.2498,0.0472,0.3016,0.4334,0.0398,0.411,0.1862,0.3142,0.0398,0.411,11443.41469,10.44245,23.27039,0.6302,0.3416,0.0282,0.3826,0.6076,0.0218,0.2196,0.2524,0.4584,0.0218,0.2196,1342.48281,14.06044,29.6979,0.9098,0.084,0.0062,0.0938,0.1654,0.0058,0.0524,0.0746,0.1444,0.0058,0.0524,2328.32223,13.92606,28.89259,0.8938,0.054,0.0522,0.0638,0.1122,0.0426,0.4426,0.045,0.0912,0.0426,0.4426
19,18021.7214,11.15942,23.41838,0.6106,0.2662,0.1232,0.3034,0.5302,0.0478,0.398,0.1858,0.3622,0.0478,0.398,13813.66862,10.32501,22.67246,0.584,0.3442,0.0718,0.3936,0.6908,0.0262,0.2214,0.2444,0.4916,0.0262,0.2214,1333.49548,13.96847,29.43984,0.8918,0.0862,0.022,0.0902,0.1898,0.0068,0.0584,0.07,0.1596,0.0068,0.0584,4184.85651,13.13984,26.92503,0.8064,0.0564,0.1372,0.062,0.126,0.0546,0.4422,0.0442,0.0966,0.0546,0.4422
20,14053.84354,11.72545,24.8365,0.6728,0.2632,0.064,0.284,0.5016,0.0336,0.383,0.178,0.3536,0.0336,0.383,11072.54072,10.45266,23.13704,0.6154,0.3482,0.0364,0.3692,0.6738,0.0204,0.207,0.239,0.4866,0.0204,0.207,1300.60819,13.99226,29.57456,0.905,0.0864,0.0086,0.0888,0.1794,0.0058,0.0478,0.068,0.1526,0.0058,0.0478,3683.24111,13.63055,28.25724,0.8744,0.0552,0.0704,0.0578,0.1226,0.0368,0.4244,0.0418,0.0962,0.0368,0.4244
21,17947.89655,11.73737,24.88135,0.678,0.2534,0.0686,0.2838,0.4806,0.0634,0.4118,0.176,0.3432,0.0634,0.4118,12411.50141,10.44758,23.12917,0.6212,0.341,0.0378,0.3756,0.646,0.0342,0.2204,0.239,0.4788,0.0342,0.2204,1231.53334,13.97505,29.48531,0.9018,0.0892,0.009,0.0888,0.1872,0.0092,0.054,0.0716,0.1592,0.0092,0.054,4478.16297,13.54746,28.09846,0.8678,0.0588,0.0734,0.061,0.1244,0.067,0.4382,0.0452,0.0958,0.067,0.4382
22,16771.67683,11.77918,25.03039,0.6808,0.2554,0.0638,0.323,0.4884,0.028,0.4074,0.1944,0.3484,0.028,0.4074,12813.94142,10.54375,23.62386,0.6328,0.3294,0.0378,0.406,0.6494,0.0168,0.23,0.2594,0.4758,0.0168,0.23,1143.18801,13.94464,29.4871,0.9008,0.0878,0.0114,0.097,0.1898,0.0068,0.0654,0.0762,0.1624,0.0068,0.0654,3115.70493,13.69218,28.33317,0.8718,0.0572,0.071,0.0636,0.126,0.0312,0.4484,0.0484,0.1004,0.0312,0.4484
23,16757.75634,11.53244,24.35672,0.6624,0.2502,0.0874,0.2756,0.499,0.0682,0.3698,0.1684,0.3532,0.0682,0.3698,11142.79825,10.38371,22.92276,0.6098,0.3388,0.0514,0.3622,0.6858,0.0374,0.2078,0.234,0.495,0.0374,0.2078,1804.04859,13.91135,29.40393,0.8942,0.0916,0.0142,0.0874,0.2012,0.0098,0.0532,0.071,0.1676,0.0098,0.0532,5479.77523,13.39015,27.72439,0.8448,0.0584,0.0968,0.056,0.131,0.0756,0.4066,0.0426,0.102,0.0756,0.4066
24,16131.47085,11.66925,24.7716,0.673,0.2728,0.0542,0.3062,0.4888,0.0544,0.3908,0.1944,0.3454,0.0544,0.3908,11607.33761,10.36354,23.00241,0.6106,0.3576,0.0318,0.3966,0.6428,0.0318,0.2172,0.2534,0.469,0.0318,0.2172,1056.93873,13.8829,29.34134,0.894,0.098,0.008,0.101,0.1902,0.0098,0.0546,0.0794,0.1604,0.0098,0.0546,5717.81601,13.69827,28.54964,0.873,0.0672,0.0598,0.0708,0.132,0.0602,0.4282,0.0516,0.1026,0.0602,0.4282
25,18145.23422,11.71564,24.79475,0.6706,0.2648,0.0646,0.2962,0.5222,0.0462,0.4622,0.1838,0.3662,0.0462,0.4622,14471.61743,10.50281,23.34655,0.6228,0.3424,0.0348,0.3826,0.6804,0.0258,0.2452,0.2388,0.4882,0.0258,0.2452,1595.73947,13.99204,29.53208,0.9016,0.0888,0.0096,0.089,0.1946,0.0088,0.0626,0.07,0.1616,0.0088,0.0626,4881.99321,13.56504,28.07391,0.866,0.0632,0.0708,0.0648,0.1398,0.0482,0.5022,0.0474,0.1098,0.0482,0.5022
26,13866.26028,11.92551,25.15324,0.691,0.238,0.071,0.2538,0.4828,0.029,0.4042,0.1648,0.3484,0.029,0.4042,11370.90549,10.56251,23.4494,0.631,0.3276,0.0414,0.3488,0.6628,0.0166,0.2164,0.2252,0.4826,0.0166,0.2164,1168.19738,13.96948,29.47206,0.904,0.085,0.011,0.0862,0.1854,0.0064,0.0568,0.0686,0.1606,0.0064,0.0568,3496.66276,13.68435,28.35638,0.8726,0.0502,0.0772,0.054,0.1172,0.032,0.4376,0.0402,0.0934,0.032,0.4376
27,14226.14144,11.82911,25.10188,0.6952,0.2558,0.049,0.2842,0.4824,0.052,0.386,0.1752,0.3448,0.052,0.386,10906.05661,10.52761,23.4036,0.632,0.3388,0.0292,0.3586,0.6514,0.0304,0.2124,0.237,0.4812,0.0304,0.2124,223.93049,13.91547,29.39691,0.896,0.0966,0.0074,0.0982,0.1964,0.0102,0.0564,0.076,0.1634,0.0102,0.0564,2431.19917,13.7815,28.64272,0.8814,0.0646,0.054,0.069,0.1286,0.0564,0.4246,0.0484,0.1016,0.0564,0.4246
28,15557.77603,11.60772,24.49706,0.6588,0.2566,0.0846,0.2592,0.5236,0.0364,0.4224,0.1642,0.3564,0.0364,0.4224,12558.28101,10.55936,23.27751,0.616,0.3356,0.0484,0.3338,0.69,0.0186,0.229,0.2148,0.494,0.0186,0.229,1646.68336,13.90262,29.27734,0.888,0.0968,0.0152,0.0892,0.2096,0.0066,0.0614,0.0688,0.1742,0.0066,0.0614,4447.1453,13.45273,27.76989,0.8404,0.067,0.0926,0.0638,0.1432,0.0406,0.4652,0.0448,0.1118,0.0406,0.4652
29,15862.99065,11.70689,24.85668,0.6634,0.264,0.0726,0.2988,0.4664,0.0326,0.4168,0.1872,0.3382,0.0326,0.4168,12790.30887,10.57131,23.37596,0.6178,0.3416,0.0406,0.3638,0.6182,0.0182,0.2158,0.2438,0.4544,0.0182,0.2158,1554.89503,13.9074,29.32452,0.8856,0.1022,0.0122,0.1056,0.1964,0.0076,0.0616,0.0826,0.1628,0.0076,0.0616,3538.79429,13.54144,27.95933,0.8494,0.0712,0.0794,0.0776,0.1344,0.0364,0.4552,0.055,0.1074,0.0364,0.4552
30,13809.74825,11.35637,24.08749,0.6396,0.2864,0.074,0.3396,0.5062,0.0442,0.3778,0.2056,0.355,0.0442,0.3778,10814.49386,10.36709,22.83872,0.5974,0.3568,0.0458,0.4064,0.6424,0.0232,0.2148,0.2596,0.457,0.0232,0.2148,1220.26275,13.90114,29.34561,0.8862,0.099,0.0148,0.1074,0.1946,0.0082,0.0634,0.079,0.1618,0.0082,0.0634,3347.98104,13.53423,27.99462,0.8412,0.0758,0.083,0.0858,0.1418,0.0508,0.424,0.0606,0.1138,0.0508,0.424
31,16133.21938,11.99737,25.49931,0.7026,0.2294,0.068,0.271,0.4754,0.0256,0.4346,0.1714,0.336,0.0256,0.4346,12561.52767,10.63319,23.72832,0.6456,0.3154,0.039,0.3632,0.6654,0.015,0.2392,0.237,0.487,0.015,0.2392,1613.48521,13.94734,29.48921,0.8978,0.091,0.0112,0.0922,0.2056,0.0054,0.0638,0.073,0.1766,0.0054,0.0638,2682.29476,13.70518,28.32304,0.8682,0.059,0.0728,0.0604,0.1356,0.0276,0.4606,0.046,0.1038,0.0276,0.4606
32,18942.64743,11.67574,24.80237,0.6678,0.2652,0.067,0.3176,0.5116,0.0488,0.4266,0.1886,0.3556,0.0488,0.4266,13390.08483,10.45371,23.32807,0.6254,0.3384,0.0362,0.3966,0.6708,0.0272,0.2206,0.2466,0.4932,0.0272,0.2206,1384.92187,13.85842,29.37503,0.8938,0.0978,0.0084,0.1008,0.2104,0.0088,0.0538,0.0798,0.1762,0.0088,0.0538,5608.43675,13.48003,28.00469,0.8614,0.066,0.0726,0.0756,0.1406,0.0532,0.4632,0.0512,0.1092,0.0532,0.4632
33,16028.24058,11.79375,24.91231,0.6746,0.2448,0.0806,0.253,0.5362,0.0416,0.3892,0.1508,0.3742,0.0416,0.3892,12353.27703,10.645,23.50493,0.627,0.324,0.049,0.3232,0.727,0.0228,0.2246,0.2086,0.514,0.0228,0.2246,1326.67273,13.9717,29.43493,0.9004,0.0858,0.0138,0.08,0.2022,0.0054,0.0564,0.0608,0.1724,0.0054,0.0564,4352.7536,13.57368,28.09822,0.8586,0.054,0.0874,0.0504,0.135,0.0464,0.423,0.0354,0.1092,0.0464,0.423
34,18007.46145,11.7169,24.80285,0.6764,0.2652,0.0584,0.286,0.5094,0.055,0.4338,0.175,0.3498,0.055,0.4338,13339.5786,10.40417,23.13126,0.621,0.3458,0.0332,0.3686,0.6726,0.0306,0.2324,0.2334,0.4866,0.0306,0.2324,920.0744,13.96171,29.45281,0.902,0.0904,0.0076,0.0846,0.1938,0.0092,0.0548,0.0676,0.1658,0.0092,0.0548,3874.31447,13.63423,28.22249,0.8744,0.062,0.0636,0.0566,0.1354,0.059,0.4722,0.0424,0.1052,0.059,0.4722
35,13357.42814,11.7633,24.86913,0.676,0.2496,0.0744,0.25,0.489,0.0278,0.393,0.1614,0.3472,0.0278,0.393,12200.25781,10.51367,23.18622,0.6208,0.3396,0.0396,0.3316,0.6602,0.0138,0.1948,0.2122,0.4816,0.0138,0.1948,1733.43109,13.88873,29.416,0.8894,0.0978,0.0128,0.0892,0.2046,0.0052,0.0568,0.0706,0.1706,0.0052,0.0568,3034.77392,13.55104,28.01269,0.8546,0.0644,0.081,0.0604,0.1336,0.0296,0.4246,0.0442,0.1048,0.0296,0.4246
36,16696.62695,11.68064,24.86645,0.6772,0.264,0.0588,0.31,0.5034,0.0558,0.4136,0.1918,0.3566,0.0558,0.4136,12269.83094,10.51893,23.35394,0.6246,0.3414,0.034,0.4054,0.6538,0.0324,0.2318,0.2516,0.4734,0.0324,0.2318,1285.82712,13.908,29.41605,0.8942,0.0956,0.0102,0.1052,0.2004,0.0126,0.0672,0.0806,0.1702,0.0126,0.0672,3106.04481,13.59797,28.16137,0.8654,0.0686,0.066,0.0782,0.1414,0.0626,0.4582,0.056,0.1134,0.0626,0.4582
37,13222.99306,11.79612,24.88581,0.6862,0.2518,0.062,0.2402,0.508,0.0418,0.3676,0.1584,0.3518,0.0418,0.3676,10292.223,10.60296,23.33567,0.6256,0.3404,0.034,0.313,0.6858,0.0234,0.194,0.2066,0.4972,0.0234,0.194,1653.74371,13.95757,29.48262,0.8972,0.0936,0.0092,0.0824,0.2014,0.0076,0.0502,0.0646,0.1658,0.0076,0.0502,4323.22783,13.68823,28.46952,0.875,0.057,0.068,0.0508,0.13,0.0468,0.4032,0.038,0.1014,0.0468,0.4032
38,22222.94393,11.28935,24.24667,0.6456,0.281,0.0734,0.3788,0.5286,0.0778,0.4048,0.2212,0.3616,0.0778,0.4048,14311.90315,10.37213,23.14619,0.6134,0.3432,0.0434,0.455,0.6526,0.0434,0.226,0.275,0.4704,0.0434,0.226,1282.73798,13.95594,29.48259,0.8992,0.0904,0.0104,0.1102,0.1856,0.0114,0.0536,0.0814,0.1542,0.0114,0.0536,7621.17323,13.37065,27.82021,0.8494,0.0678,0.0828,0.0874,0.1368,0.0856,0.454,0.0582,0.1076,0.0856,0.454
39,16253.00389,11.81937,24.85731,0.671,0.2492,0.0798,0.2612,0.4364,0.0408,0.4124,0.1632,0.3138,0.0408,0.4124,11784.76698,10.50866,23.12423,0.6172,0.3378,0.045,0.3264,0.6146,0.0204,0.2138,0.2218,0.4676,0.0204,0.2138,1555.91977,13.95489,29.43636,0.8912,0.0974,0.0114,0.0902,0.1886,0.006,0.054,0.0734,0.1592,0.006,0.054,3960.93317,13.52916,27.91813,0.856,0.0588,0.0852,0.0586,0.1202,0.0446,0.4422,0.0438,0.0944,0.0446,0.4422
40,15502.55342,11.91539,25.00913,0.6876,0.2322,0.0802,0.2342,0.4756,0.0582,0.4138,0.1474,0.3362,0.0582,0.4138,11395.17413,10.67226,23.54667,0.6268,0.3266,0.0466,0.316,0.6812,0.0296,0.228,0.21,0.506,0.0296,0.228,1290.59019,13.92906,29.44193,0.8958,0.09,0.0142,0.0788,0.2008,0.0092,0.0614,0.0642,0.1714,0.0092,0.0614,4862.15981,13.48266,27.86552,0.8588,0.0562,0.085,0.052,0.1302,0.0608,0.4402,0.0386,0.0996,0.0608,0.4402
41,17248.51348,11.66885,24.77474,0.6724,0.2668,0.0608,0.2818,0.5392,0.0486,0.4122,0.1756,0.3746,0.0486,0.4122,12700.4279,10.50195,23.1617,0.622,0.3442,0.0338,0.3586,0.7064,0.028,0.2168,0.2274,0.49,0.028,0.2168,1454.68539,13.92848,29.47501,0.8966,0.0946,0.0088,0.0884,0.2102,0.0098,0.0586,0.0694,0.1728,0.0098,0.0586,5154.27415,13.60307,28.32449,0.8664,0.0668,0.0668,0.0666,0.1478,0.0538,0.4514,0.0472,0.113,0.0538,0.4514
42,12372.82988,12.04574,25.45656,0.7064,0.2396,0.054,0.2412,0.4674,0.05,0.3762,0.1506,0.3396,0.05,0.3762,10469.6242,10.58532,23.48808,0.6342,0.335,0.0308,0.3248,0.6584,0.03,0.2052,0.2124,0.487,0.03,0.2052,1066.35219,13.955,29.38905,0.902,0.0894,0.0086,0.0784,0.1936,0.0098,0.056,0.0648,0.1642,0.0098,0.056,4352.36058,13.83689,28.80713,0.887,0.0542,0.0588,0.0526,0.1252,0.0544,0.411,0.0388,0.0972,0.0544,0.411
43,15948.32775,12.09706,25.42327,0.7,0.2344,0.0656,0.2588,0.4532,0.0508,0.4452,0.1562,0.3234,0.0508,0.4452,12359.38741,10.5633,23.51512,0.6386,0.3256,0.0358,0.3328,0.6488,0.0284,0.2364,0.222,0.4846,0.0284,0.2364,1678.4718,13.98215,29.53496,0.904,0.0872,0.0088,0.0854,0.1862,0.0092,0.056,0.0662,0.1616,0.0092,0.056,4432.47397,13.71502,28.50576,0.8802,0.0512,0.0686,0.0546,0.1162,0.053,0.4656,0.0394,0.0902,0.053,0.4656
44,15012.05182,11.82993,25.21274,0.6976,0.2566,0.0458,0.3088,0.4886,0.0368,0.3766,0.1884,0.3518,0.0368,0.3766,11810.66987,10.4695,23.40233,0.635,0.3376,0.0274,0.3962,0.6578,0.0214,0.208,0.2528,0.4808,0.0214,0.208,1327.39464,13.94163,29.51663,0.9008,0.0926,0.0066,0.1002,0.1942,0.0068,0.0546,0.0756,0.168,0.0068,0.0546,3281.40818,13.78116,28.67361,0.8866,0.063,0.0504,0.074,0.1298,0.0422,0.419,0.051,0.1012,0.0422,0.419
45,16241.87845,11.68649,24.695,0.6662,0.279,0.0548,0.2644,0.5482,0.049,0.4464,0.1686,0.373,0.049,0.4464,14151.28275,10.4453,23.01414,0.6112,0.3566,0.0322,0.3434,0.7006,0.026,0.2446,0.2186,0.4986,0.026,0.2446,852.74596,13.9703,29.4561,0.9022,0.0898,0.008,0.0826,0.1906,0.0092,0.0622,0.063,0.162,0.0092,0.0622,4642.58369,13.65742,28.26941,0.8746,0.0654,0.06,0.0576,0.138,0.0528,0.4906,0.042,0.1082,0.0528,0.4906
46,13393.38511,11.67478,24.50727,0.664,0.245,0.091,0.2586,0.4694,0.0374,0.4028,0.1628,0.3358,0.0374,0.4028,11730.79086,10.52066,23.20926,0.6144,0.3332,0.0524,0.3442,0.6464,0.0198,0.2214,0.2204,0.4824,0.0198,0.2214,887.52244,13.99365,29.4383,0.8938,0.0914,0.0148,0.0878,0.1922,0.0054,0.0576,0.0696,0.1634,0.0054,0.0576,3529.85294,13.47355,27.70557,0.8366,0.0652,0.0982,0.066,0.133,0.0402,0.4316,0.0466,0.1014,0.0402,0.4316
