run,TP.c,TP.q,TP.lyg,TP.death.other,TP.death.stroke,TP.death.bleed,TP.stroke.dep,TP.stroke.indep,TP.bleed.ich,TP.bleed.nich,TP.count.p.dep,TP.count.p.indep,TP.count.p.ich,TP.count.p.nich,FN.c,FN.q,FN.lyg,FN.death.other,FN.death.stroke,FN.death.bleed,FN.stroke.dep,FN.stroke.indep,FN.bleed.ich,FN.bleed.nich,FN.count.p.dep,FN.count.p.indep,FN.count.p.ich,FN.count.p.nich,TN.c,TN.q,TN.lyg,TN.death.other,TN.death.stroke,TN.death.bleed,TN.stroke.dep,TN.stroke.indep,TN.bleed.ich,TN.bleed.nich,TN.count.p.dep,TN.count.p.indep,TN.count.p.ich,TN.count.p.nich,FP.c,FP.q,FP.lyg,FP.death.other,FP.death.stroke,FP.death.bleed,FP.stroke.dep,FP.stroke.indep,FP.bleed.ich,FP.bleed.nich,FP.count.p.dep,FP.count.p.indep,FP.count.p.ich,FP.count.p.nich
11,17959.55984,11.61545,24.63932,0.6664,0.2736,0.06,0.3072,0.529,0.04,0.4112,0.1824,0.3634,0.04,0.4112,13828.19914,10.34009,22.96075,0.6116,0.3528,0.0356,0.3878,0.6924,0.0244,0.2376,0.2434,0.4944,0.0244,0.2376,1518.83654,13.83768,29.28998,0.8868,0.1028,0.0104,0.1014,0.2152,0.01,0.067,0.0776,0.1774,0.01,0.067,4235.66793,13.61385,28.22704,0.8614,0.0722,0.0664,0.0808,0.1432,0.0448,0.455,0.052,0.111,0.0448,0.455
12,18488.17411,12.09809,25.61897,0.708,0.235,0.057,0.2852,0.4682,0.0642,0.454,0.171,0.3266,0.0642,0.454,14297.02049,10.5485,23.6701,0.6496,0.3184,0.032,0.372,0.645,0.034,0.2374,0.24,0.485,0.034,0.2374,1264.24938,13.9524,29.50003,0.9082,0.0846,0.0072,0.0896,0.1882,0.0108,0.0556,0.0736,0.1596,0.0108,0.0556,5137.74484,13.7036,28.47628,0.885,0.0544,0.0606,0.0608,0.1258,0.0656,0.4824,0.0446,0.102,0.0656,0.4824
13,12082.21846,12.23963,25.67685,0.7168,0.2146,0.0686,0.2316,0.408,0.0456,0.4056,0.1452,0.2966,0.0456,0.4056,10876.69478,10.5586,23.55675,0.6386,0.323,0.0384,0.3286,0.6252,0.025,0.214,0.2246,0.4786,0.025,0.214,285.07557,14.03091,29.53285,0.9076,0.0832,0.0092,0.0792,0.1798,0.0076,0.0512,0.0676,0.1554,0.0076,0.0512,2991.9187,13.78988,28.5452,0.8788,0.049,0.0722,0.0552,0.1042,0.0486,0.427,0.0396,0.0844,0.0486,0.427
14,16910.26254,11.85467,25.15664,0.695,0.2456,0.0594,0.2888,0.5128,0.0446,0.4182,0.1734,0.354,0.0446,0.4182,12534.76693,10.6129,23.69276,0.6442,0.3228,0.033,0.3672,0.6958,0.0268,0.2246,0.2356,0.4992,0.0268,0.2246,723.63972,14.01083,29.64677,0.9056,0.0858,0.0086,0.0868,0.2002,0.009,0.0564,0.069,0.17,0.009,0.0564,4011.71586,13.62088,28.29175,0.881,0.0546,0.0644,0.057,0.1316,0.0486,0.451,0.042,0.1038,0.0486,0.451
15,14724.94408,11.98266,25.2943,0.6878,0.253,0.0592,0.2758,0.4664,0.047,0.4434,0.1734,0.3324,0.047,0.4434,12928.96234,10.37824,23.17117,0.6154,0.3506,0.034,0.3788,0.636,0.0262,0.2414,0.2396,0.4786,0.0262,0.2414,1870.50356,13.89868,29.402,0.8964,0.0948,0.0088,0.0946,0.1892,0.0088,0.0612,0.071,0.162,0.0088,0.0612,3547.58425,13.68318,28.37719,0.8758,0.0614,0.0628,0.0662,0.1212,0.05,0.4684,0.0468,0.095,0.05,0.4684
16,16389.15759,11.94442,25.04262,0.683,0.2424,0.0746,0.263,0.4424,0.0524,0.4498,0.16,0.3104,0.0524,0.4498,12904.58745,10.52194,23.2514,0.628,0.3304,0.0416,0.3344,0.6224,0.0282,0.2416,0.2232,0.4712,0.0282,0.2416,1441.87224,13.93822,29.46079,0.8962,0.0928,0.011,0.0886,0.1872,0.0102,0.0596,0.07,0.164,0.0102,0.0596,5279.9679,13.52859,27.99009,0.8608,0.0602,0.079,0.0576,0.126,0.0538,0.481,0.0442,0.0988,0.0538,0.481
17,17549.88429,11.82942,24.94639,0.6668,0.264,0.0692,0.2658,0.5152,0.0504,0.4358,0.1642,0.3538,0.0504,0.4358,12918.75727,10.36311,22.95801,0.612,0.3502,0.0378,0.3512,0.6828,0.028,0.232,0.225,0.4884,0.028,0.232,1673.83257,13.95131,29.50308,0.8988,0.092,0.0092,0.0874,0.193,0.0096,0.0578,0.0674,0.1682,0.0096,0.0578,3804.81374,13.56507,28.07755,0.8692,0.058,0.0728,0.055,0.1286,0.0522,0.458,0.04,0.1022,0.0522,0.458
18,14370.05166,11.8267,25.0968,0.6966,0.2566,0.0468,0.3052,0.454,0.0388,0.4056,0.1922,0.3298,0.0388,0.4056,11389.32607,10.40596,23.22249,0.6246,0.3472,0.0282,0.4014,0.6056,0.0216,0.2184,0.2586,0.4546,0.0216,0.2184,829.88888,14.07323,29.69711,0.9098,0.084,0.0062,0.0936,0.167,0.0058,0.0528,0.0766,0.142,0.0058,0.0528,1296.19093,13.91472,28.86259,0.8928,0.055,0.0522,0.064,0.1142,0.0426,0.4428,0.0456,0.0918,0.0426,0.4428
19,16740.37101,11.31585,23.72119,0.6268,0.2476,0.1256,0.278,0.5014,0.0488,0.4022,0.1712,0.3532,0.0488,0.4022,13754.41334,10.38416,22.82546,0.5942,0.3328,0.073,0.3728,0.6772,0.0266,0.2234,0.24,0.4864,0.0266,0.2234,671.12791,13.96214,29.40518,0.894,0.0846,0.0214,0.0884,0.186,0.0066,0.0558,0.0686,0.1588,0.0066,0.0558,3374.09199,13.10428,26.81755,0.8118,0.0514,0.1368,0.0598,0.1212,0.0546,0.4416,0.0414,0.098,0.0546,0.4416
20,14357.68003,11.85674,25.07567,0.6848,0.2502,0.065,0.2712,0.4794,0.0342,0.3904,0.1722,0.3382,0.0342,0.3904,10785.47334,10.51192,23.4823,0.6216,0.3404,0.038,0.358,0.6574,0.0208,0.2136,0.2324,0.4872,0.0208,0.2136,1402.55974,14.00219,29.60858,0.9054,0.0854,0.0092,0.0848,0.1796,0.006,0.0504,0.0662,0.1546,0.006,0.0504,1971.8724,13.7537,28.53304,0.8758,0.0544,0.0698,0.0568,0.1232,0.0364,0.423,0.0414,0.095,0.0364,0.423
21,17942.85968,11.54701,24.53905,0.6652,0.2686,0.0662,0.3032,0.4964,0.061,0.4022,0.1844,0.3496,0.061,0.4022,12233.74275,10.42544,23.10438,0.6178,0.3448,0.0374,0.3808,0.6494,0.0328,0.2146,0.2412,0.4742,0.0328,0.2146,978.5709,13.99471,29.51141,0.9004,0.0902,0.0094,0.091,0.186,0.0094,0.054,0.0724,0.1586,0.0094,0.054,5204.25707,13.49073,27.98086,0.8664,0.0598,0.0738,0.0588,0.128,0.0676,0.4404,0.0446,0.1034,0.0676,0.4404
22,15869.10161,11.86383,25.26475,0.6888,0.245,0.0662,0.3086,0.4726,0.0284,0.4186,0.19,0.3354,0.0284,0.4186,13111.12152,10.49254,23.42971,0.6368,0.325,0.0382,0.3896,0.6516,0.0172,0.232,0.2534,0.4732,0.0172,0.232,768.78871,13.9524,29.46981,0.9012,0.0888,0.01,0.0986,0.1912,0.006,0.0606,0.0768,0.1624,0.006,0.0606,3987.85318,13.68003,28.37225,0.8716,0.0576,0.0708,0.069,0.1226,0.0312,0.4482,0.0484,0.094,0.0312,0.4482
23,17734.85665,12.05566,25.31836,0.695,0.2122,0.0928,0.2362,0.429,0.0728,0.3884,0.1418,0.3038,0.0728,0.3884,11930.4938,10.5698,23.45586,0.6328,0.3152,0.052,0.3248,0.6526,0.0376,0.2112,0.221,0.4976,0.0376,0.2112,1862.27737,13.9167,29.45881,0.8976,0.088,0.0144,0.0872,0.1922,0.0098,0.0534,0.0692,0.1696,0.0098,0.0534,4180.0253,13.45884,27.82584,0.8536,0.0496,0.0968,0.0546,0.1148,0.0756,0.4058,0.0386,0.0892,0.0756,0.4058
24,15570.93575,11.29784,24.01161,0.647,0.3002,0.0528,0.3528,0.5238,0.0524,0.3774,0.2148,0.364,0.0524,0.3774,12678.60973,10.25933,22.72363,0.5916,0.3774,0.031,0.425,0.6628,0.031,0.2084,0.2604,0.4682,0.031,0.2084,1220.59065,13.908,29.37816,0.8922,0.0994,0.0084,0.1014,0.1968,0.0102,0.0558,0.0804,0.1624,0.0102,0.0558,3924.68331,13.6265,28.33026,0.866,0.0742,0.0598,0.0788,0.1422,0.06,0.4264,0.0578,0.1088,0.06,0.4264
25,16771.90288,11.85783,24.99988,0.681,0.2544,0.0646,0.288,0.5018,0.0462,0.4626,0.1722,0.3568,0.0462,0.4626,14254.95651,10.51363,23.45082,0.6264,0.3352,0.0384,0.3644,0.6752,0.0264,0.256,0.239,0.4876,0.0264,0.256,1131.38735,13.99722,29.57863,0.9032,0.0872,0.0096,0.0886,0.1904,0.0088,0.063,0.0716,0.1602,0.0088,0.063,4248.37493,13.62929,28.1889,0.8708,0.0586,0.0706,0.0624,0.1266,0.0482,0.4998,0.0446,0.1008,0.0482,0.4998
26,14218.01404,11.99673,25.29475,0.7014,0.2266,0.072,0.247,0.4568,0.0292,0.4084,0.1586,0.3302,0.0292,0.4084,13422.62037,10.60928,23.6447,0.6398,0.3172,0.043,0.3294,0.6514,0.0176,0.2308,0.2216,0.484,0.0176,0.2308,803.80696,13.97708,29.46772,0.906,0.0842,0.0098,0.083,0.1866,0.0064,0.055,0.067,0.1622,0.0064,0.055,3706.3416,13.72724,28.501,0.8728,0.05,0.0772,0.0536,0.1176,0.032,0.4394,0.04,0.0942,0.032,0.4394
27,13383.90437,12.09678,25.58898,0.7184,0.2324,0.0492,0.2528,0.444,0.053,0.394,0.1616,0.3212,0.053,0.394,11561.78059,10.57184,23.58414,0.6392,0.3316,0.0292,0.3564,0.6348,0.0304,0.214,0.2322,0.4792,0.0304,0.214,1709.15008,13.92255,29.48944,0.8992,0.0942,0.0066,0.0948,0.1914,0.0098,0.054,0.0728,0.1648,0.0098,0.054,3236.47146,13.77628,28.68213,0.887,0.0582,0.0548,0.0622,0.123,0.0564,0.4264,0.043,0.0978,0.0564,0.4264
28,16780.12529,11.39008,24.14129,0.6366,0.2818,0.0816,0.2952,0.5674,0.035,0.412,0.181,0.3804,0.035,0.412,12597.92643,10.4856,23.06433,0.6024,0.3498,0.0478,0.361,0.7054,0.0186,0.2228,0.2234,0.4906,0.0186,0.2228,1917.94829,13.9255,29.35547,0.8854,0.0998,0.0148,0.0964,0.2118,0.0062,0.0594,0.0702,0.172,0.0062,0.0594,4902.58336,13.45098,27.83086,0.8344,0.0724,0.0932,0.0698,0.1528,0.0406,0.4658,0.0482,0.1172,0.0406,0.4658
29,16158.46727,11.6451,24.74061,0.6652,0.2624,0.0724,0.2962,0.467,0.0326,0.4148,0.1872,0.3342,0.0326,0.4148,12259.87215,10.50909,23.13878,0.6152,0.3448,0.04,0.368,0.6208,0.0182,0.2108,0.241,0.4528,0.0182,0.2108,1842.26016,13.88832,29.2835,0.8854,0.1036,0.011,0.1056,0.1992,0.007,0.0584,0.0822,0.1664,0.007,0.0584,3736.03241,13.51355,27.88948,0.8474,0.0732,0.0794,0.0802,0.1372,0.0364,0.4558,0.055,0.1096,0.0364,0.4558
30,13544.54039,11.95303,25.12887,0.6926,0.2292,0.0782,0.2622,0.4176,0.0464,0.3966,0.1694,0.3084,0.0464,0.3966,10673.31206,10.49936,23.28233,0.6258,0.3278,0.0464,0.3578,0.6066,0.0242,0.2192,0.2458,0.4584,0.0242,0.2192,1085.76211,13.89961,29.35604,0.889,0.0962,0.0148,0.101,0.1886,0.008,0.063,0.0792,0.1636,0.008,0.063,4404.94154,13.67027,28.3552,0.8536,0.0628,0.0836,0.0676,0.1232,0.051,0.4262,0.0486,0.0998,0.051,0.4262
31,13868.8828,12.23968,25.87215,0.7164,0.2142,0.0694,0.2484,0.4492,0.0258,0.4376,0.1594,0.316,0.0258,0.4376,12942.31531,10.73959,24.10639,0.6564,0.3032,0.0404,0.3372,0.6538,0.0152,0.2474,0.232,0.4954,0.0152,0.2474,1748.59283,13.93276,29.43634,0.8984,0.0898,0.0118,0.0928,0.1998,0.0056,0.0688,0.074,0.1734,0.0056,0.0688,2536.29564,13.74163,28.40783,0.8732,0.0542,0.0726,0.0586,0.1282,0.0276,0.4598,0.0428,0.1018,0.0276,0.4598
32,17370.20508,11.67496,24.72486,0.6774,0.2556,0.067,0.2994,0.5026,0.049,0.4268,0.1816,0.3496,0.049,0.4268,13409.8258,10.45112,23.29558,0.6298,0.334,0.0362,0.3878,0.6664,0.0272,0.2194,0.244,0.4828,0.0272,0.2194,2397.28393,13.84035,29.374,0.894,0.0976,0.0084,0.1048,0.2064,0.0088,0.0538,0.0784,0.1756,0.0088,0.0538,6332.60979,13.47519,27.98607,0.8612,0.0658,0.073,0.0714,0.1412,0.0536,0.467,0.0508,0.1094,0.0536,0.467
33,14326.78898,12.12074,25.47678,0.7062,0.2112,0.0826,0.2174,0.4696,0.043,0.4032,0.1312,0.3356,0.043,0.4032,12432.45701,10.66339,23.63358,0.6414,0.3104,0.0482,0.3032,0.6996,0.0226,0.2204,0.203,0.5082,0.0226,0.2204,1182.51237,13.99212,29.48151,0.9044,0.082,0.0136,0.0738,0.1994,0.0054,0.0562,0.0596,0.1718,0.0054,0.0562,4043.52974,13.61736,28.14376,0.8658,0.0468,0.0874,0.0404,0.1278,0.0464,0.4244,0.0338,0.101,0.0464,0.4244
34,19534.69409,11.4541,24.374,0.653,0.2898,0.0572,0.3202,0.5528,0.0532,0.424,0.192,0.3726,0.0532,0.424,13720.67766,10.32986,22.83524,0.6084,0.3592,0.0324,0.38,0.6984,0.0306,0.226,0.239,0.4866,0.0306,0.226,1496.51298,13.94997,29.45945,0.8988,0.0936,0.0076,0.0894,0.1968,0.0092,0.0536,0.0702,0.163,0.0092,0.0536,5645.8401,13.58684,28.23816,0.8676,0.0686,0.0638,0.0678,0.145,0.059,0.4732,0.0488,0.1134,0.059,0.4732
35,11967.01421,12.17128,25.50969,0.7082,0.2154,0.0764,0.2126,0.4262,0.0282,0.4026,0.1384,0.3094,0.0282,0.4026,11189.02473,10.64481,23.55399,0.639,0.3182,0.0428,0.3042,0.6334,0.0146,0.2032,0.2078,0.485,0.0146,0.2032,1185.82153,13.88105,29.36942,0.8932,0.0938,0.013,0.0842,0.1984,0.0052,0.0572,0.0686,0.1704,0.0052,0.0572,4448.76323,13.60928,28.24475,0.8648,0.0538,0.0814,0.0536,0.1208,0.0296,0.4254,0.039,0.0958,0.0296,0.4254
36,14967.85287,11.95267,25.33172,0.699,0.2398,0.0612,0.2824,0.4644,0.0582,0.4262,0.1772,0.328,0.0582,0.4262,12474.15748,10.56469,23.58317,0.6384,0.3264,0.0352,0.3704,0.6412,0.0332,0.2388,0.2432,0.4752,0.0332,0.2388,307.54668,13.90298,29.35171,0.8954,0.0944,0.0102,0.099,0.1992,0.0126,0.0664,0.0798,0.1684,0.0126,0.0664,3105.08554,13.64584,28.22692,0.8708,0.0634,0.0658,0.0726,0.1326,0.0626,0.4558,0.052,0.1044,0.0626,0.4558
37,13716.99185,11.96441,25.22026,0.6998,0.2374,0.0628,0.2344,0.4698,0.042,0.3706,0.1456,0.3328,0.042,0.3706,11084.1712,10.67857,23.56276,0.6326,0.3326,0.0348,0.3006,0.6724,0.0236,0.1964,0.2028,0.4996,0.0236,0.1964,1335.1314,13.95206,29.47598,0.9,0.0908,0.0092,0.0802,0.1958,0.0076,0.0504,0.063,0.1664,0.0076,0.0504,2932.81927,13.72059,28.51828,0.877,0.055,0.068,0.0498,0.1296,0.0468,0.4026,0.0384,0.1034,0.0468,0.4026
38,19373.71174,11.94642,25.35759,0.696,0.2256,0.0784,0.2954,0.4326,0.0816,0.4332,0.1808,0.3096,0.0816,0.4332,14372.57876,10.527,23.58864,0.64,0.3156,0.0444,0.392,0.6304,0.0442,0.229,0.2584,0.4756,0.0442,0.229,1193.04656,13.95,29.50266,0.9066,0.0842,0.0092,0.0962,0.1808,0.011,0.0516,0.0778,0.156,0.011,0.0516,7891.48846,13.47778,28.02045,0.8642,0.0526,0.0832,0.0672,0.1168,0.0866,0.456,0.047,0.092,0.0866,0.456
39,16253.13445,11.81933,24.85722,0.671,0.2492,0.0798,0.2612,0.4364,0.0408,0.4124,0.1632,0.3138,0.0408,0.4124,11773.69693,10.49876,23.11622,0.6144,0.3414,0.0442,0.3316,0.6162,0.02,0.208,0.2216,0.468,0.02,0.208,1555.92296,13.95489,29.43636,0.8912,0.0974,0.0114,0.0902,0.1886,0.006,0.054,0.0734,0.1592,0.006,0.054,3960.94404,13.52915,27.91812,0.856,0.0588,0.0852,0.0586,0.1202,0.0446,0.4422,0.0438,0.0944,0.0446,0.4422
40,17608.07497,11.75989,24.82989,0.6762,0.244,0.0798,0.2504,0.4976,0.0578,0.413,0.1552,0.3422,0.0578,0.413,12192.24629,10.56485,23.28786,0.6234,0.3304,0.0462,0.3246,0.6806,0.0294,0.2254,0.2142,0.4948,0.0294,0.2254,960.72418,13.92991,29.43618,0.8946,0.092,0.0134,0.088,0.197,0.008,0.0584,0.0658,0.168,0.008,0.0584,4156.03007,13.47648,27.8454,0.855,0.06,0.085,0.0558,0.1328,0.061,0.4426,0.041,0.1026,0.061,0.4426
41,17422.76423,11.50389,24.48462,0.663,0.2762,0.0608,0.2932,0.5642,0.0486,0.411,0.1806,0.3814,0.0486,0.411,13073.66122,10.52756,23.23827,0.6174,0.3488,0.0338,0.3704,0.707,0.0284,0.2194,0.232,0.493,0.0284,0.2194,684.35951,13.91911,29.41813,0.8954,0.0946,0.01,0.0904,0.2076,0.0108,0.0612,0.069,0.1726,0.0108,0.0612,5747.9211,13.5469,28.21098,0.8638,0.0696,0.0666,0.07,0.1524,0.0536,0.4504,0.0484,0.1176,0.0536,0.4504
42,11912.8181,12.39461,26.04114,0.7328,0.212,0.0552,0.2106,0.4232,0.0518,0.3874,0.135,0.308,0.0518,0.3874,10444.21911,10.65616,23.66676,0.6482,0.3198,0.032,0.2986,0.6456,0.0306,0.2136,0.2048,0.4912,0.0306,0.2136,1169.63949,13.9901,29.54199,0.9042,0.0874,0.0084,0.08,0.1886,0.0096,0.0548,0.064,0.164,0.0096,0.0548,3823.07634,13.87424,28.89758,0.8918,0.0494,0.0588,0.0482,0.113,0.0546,0.4118,0.0354,0.0894,0.0546,0.4118
43,15427.29602,12.05474,25.36347,0.6984,0.2352,0.0664,0.2522,0.4602,0.0512,0.4486,0.158,0.3306,0.0512,0.4486,12273.03376,10.54529,23.4745,0.6322,0.3314,0.0364,0.3416,0.6582,0.0286,0.2376,0.2236,0.4922,0.0286,0.2376,1606.83281,13.95577,29.46146,0.9042,0.0872,0.0086,0.087,0.1842,0.0092,0.0554,0.068,0.157,0.0092,0.0554,4379.45658,13.72775,28.49927,0.878,0.0534,0.0686,0.058,0.1214,0.053,0.4658,0.04,0.094,0.053,0.4658
44,14290.81717,12.13724,25.74872,0.7274,0.2256,0.047,0.2664,0.4398,0.0384,0.3904,0.1676,0.3188,0.0384,0.3904,11730.83249,10.6184,23.85602,0.6488,0.3222,0.029,0.3644,0.6412,0.0232,0.2214,0.2402,0.4854,0.0232,0.2214,1015.92104,13.9196,29.48305,0.9028,0.09,0.0072,0.0958,0.1902,0.0074,0.0582,0.0764,0.1634,0.0074,0.0582,3032.68492,13.83199,28.79416,0.898,0.0512,0.0508,0.0606,0.1182,0.0422,0.4222,0.0434,0.0962,0.0422,0.4222
45,18411.1805,11.88792,25.07331,0.6808,0.263,0.0562,0.261,0.5126,0.0498,0.4566,0.158,0.3512,0.0498,0.4566,13504.39063,10.4715,23.12473,0.6196,0.3464,0.034,0.3306,0.686,0.0272,0.252,0.2154,0.4942,0.0272,0.252,1043.60408,13.9875,29.48648,0.902,0.0896,0.0084,0.0812,0.1904,0.0096,0.0628,0.064,0.159,0.0096,0.0628,4714.09397,13.70932,28.42818,0.879,0.061,0.06,0.0548,0.1316,0.0528,0.4882,0.0402,0.1062,0.0528,0.4882
46,13273.99219,11.8718,24.89586,0.675,0.2332,0.0918,0.245,0.4506,0.0376,0.4048,0.1566,0.3238,0.0376,0.4048,11428.12798,10.53274,23.19469,0.6178,0.3296,0.0526,0.332,0.6436,0.0198,0.223,0.2204,0.4822,0.0198,0.223,1269.2874,13.99397,29.47121,0.8958,0.0898,0.0144,0.0856,0.1896,0.0052,0.0568,0.0684,0.1666,0.0052,0.0568,3704.19651,13.52243,27.83249,0.8466,0.0548,0.0986,0.057,0.123,0.0406,0.434,0.0406,0.0954,0.0406,0.434
47,18281.53529,11.73623,24.97113,0.6744,0.2614,0.0642,0.2974,0.453,0.0392,0.4438,0.19,0.333,0.0392,0.4438,12847.1581,10.55495,23.35311,0.6224,0.3446,0.033,0.3664,0.5982,0.0204,0.2136,0.2432,0.4492,0.0204,0.2136,2000.70473,13.9208,29.44537,0.8938,0.098,0.0082,0.0996,0.1824,0.0064,0.0552,0.0784,0.1556,0.0064,0.0552,4520.56711,13.53791,28.06653,0.8616,0.0684,0.07,0.0736,0.1268,0.0418,0.4846,0.0526,0.1002,0.0418,0.4846
