run,TP.c,TP.q,TP.lyg,TP.death.other,TP.death.stroke,TP.death.bleed,TP.stroke.dep,TP.stroke.indep,TP.bleed.ich,TP.bleed.nich,TP.count.p.dep,TP.count.p.indep,TP.count.p.ich,TP.count.p.nich,FN.c,FN.q,FN.lyg,FN.death.other,FN.death.stroke,FN.death.bleed,FN.stroke.dep,FN.stroke.indep,FN.bleed.ich,FN.bleed.nich,FN.count.p.dep,FN.count.p.indep,FN.count.p.ich,FN.count.p.nich,TN.c,TN.q,TN.lyg,TN.death.other,TN.death.stroke,TN.death.bleed,TN.stroke.dep,TN.stroke.indep,TN.bleed.ich,TN.bleed.nich,TN.count.p.dep,TN.count.p.indep,TN.count.p.ich,TN.count.p.nich,FP.c,FP.q,FP.lyg,FP.death.other,FP.death.stroke,FP.death.bleed,FP.stroke.dep,FP.stroke.indep,FP.bleed.ich,FP.bleed.nich,FP.count.p.dep,FP.count.p.indep,FP.count.p.ich,FP.count.p.nich
11,7296.11694,8.44589,16.00824,0.81,0.1444,0.0456,0.1446,0.3062,0.0298,0.2978,0.1054,0.2392,0.0298,0.2978,6558.90958,7.4947,14.90508,0.7416,0.236,0.0224,0.2288,0.4924,0.017,0.1404,0.1714,0.4044,0.017,0.1404,1339.79003,9.2709,17.35522,0.915,0.0774,0.0076,0.0752,0.171,0.007,0.0488,0.0632,0.1494,0.007,0.0488,2410.12567,9.20966,17.05726,0.9122,0.0402,0.0476,0.039,0.1028,0.032,0.3196,0.0322,0.0842,0.032,0.3196
12,6778.65043,8.47121,16.1114,0.8322,0.1288,0.039,0.1456,0.2826,0.0402,0.2836,0.105,0.2284,0.0402,0.2836,5590.75003,7.59178,15.11507,0.7642,0.2186,0.0172,0.2242,0.4748,0.0198,0.1238,0.176,0.3954,0.0198,0.1238,944.32712,9.2837,17.38321,0.925,0.0702,0.0048,0.072,0.1562,0.007,0.0406,0.0598,0.1392,0.007,0.0406,2961.03629,9.21565,17.11672,0.924,0.0358,0.0402,0.0384,0.0932,0.0418,0.2968,0.0304,0.0766,0.0418,0.2968
13,6115.41844,8.40052,15.93465,0.8094,0.1424,0.0482,0.147,0.288,0.031,0.273,0.1066,0.2292,0.031,0.273,5672.1742,7.54219,14.93589,0.743,0.2344,0.0226,0.2192,0.4774,0.015,0.1224,0.1712,0.3838,0.015,0.1224,848.92307,9.28886,17.31263,0.9172,0.0756,0.0072,0.0722,0.1546,0.0058,0.0432,0.058,0.137,0.0058,0.0432,1691.64395,9.20621,16.98149,0.909,0.0394,0.0516,0.0392,0.0958,0.033,0.2914,0.0314,0.081,0.033,0.2914
14,6711.36385,8.52818,16.22334,0.8308,0.1282,0.041,0.1402,0.295,0.031,0.27,0.0998,0.2302,0.031,0.27,6013.18257,7.66455,15.25428,0.7658,0.2156,0.0186,0.216,0.495,0.0168,0.125,0.1666,0.405,0.0168,0.125,1042.22867,9.27946,17.3504,0.9248,0.0698,0.0054,0.066,0.1632,0.0052,0.0402,0.055,0.1462,0.0052,0.0402,2498.52524,9.21834,17.09283,0.9218,0.035,0.0432,0.0348,0.0954,0.0324,0.2872,0.0284,0.0774,0.0324,0.2872
15,6537.9911,8.36896,15.92719,0.7994,0.1574,0.0432,0.1606,0.305,0.0324,0.3038,0.118,0.2448,0.0324,0.3038,6101.22821,7.43434,14.78998,0.7362,0.2422,0.0216,0.2398,0.4692,0.0174,0.14,0.1812,0.3874,0.0174,0.14,1221.88406,9.30426,17.42163,0.9178,0.0758,0.0064,0.076,0.1498,0.007,0.0468,0.061,0.1322,0.007,0.0468,1169.61852,9.23292,17.09756,0.9142,0.0402,0.0456,0.042,0.0938,0.0352,0.3266,0.0328,0.0776,0.0352,0.3266
16,7335.70516,8.40805,15.9025,0.8122,0.1368,0.051,0.1358,0.2726,0.0338,0.2986,0.1002,0.2182,0.0338,0.2986,6208.13099,7.58648,14.98365,0.7494,0.2266,0.024,0.2116,0.4562,0.0168,0.1288,0.1628,0.3818,0.0168,0.1288,985.98707,9.28248,17.3463,0.9156,0.0774,0.007,0.072,0.1562,0.006,0.0424,0.0578,0.1372,0.006,0.0424,2287.48969,9.12925,16.91894,0.9042,0.0418,0.054,0.0408,0.1004,0.0358,0.3158,0.0326,0.0818,0.0358,0.3158
17,7648.65096,8.36037,15.86347,0.7952,0.1562,0.0486,0.1414,0.3254,0.0344,0.2914,0.1018,0.2588,0.0344,0.2914,6546.59797,7.45645,14.74114,0.7326,0.2438,0.0236,0.221,0.4996,0.0184,0.1328,0.1644,0.406,0.0184,0.1328,1079.53863,9.28334,17.35999,0.9178,0.0758,0.0064,0.0672,0.1612,0.0066,0.0434,0.0542,0.1398,0.0066,0.0434,2022.44884,9.17312,16.97805,0.9094,0.0392,0.0514,0.0368,0.0974,0.0364,0.3154,0.0296,0.0808,0.0364,0.3154
18,6130.97344,8.53134,16.19961,0.8282,0.1356,0.0362,0.1466,0.2624,0.0262,0.2818,0.1128,0.2168,0.0262,0.2818,5490.35371,7.52778,14.98987,0.7524,0.231,0.0166,0.2404,0.439,0.0132,0.129,0.1872,0.3758,0.0132,0.129,1109.60151,9.31432,17.38556,0.9228,0.0724,0.0048,0.0702,0.1476,0.0044,0.042,0.0606,0.1312,0.0044,0.042,1255.74027,9.29834,17.16742,0.9256,0.0364,0.038,0.0382,0.0814,0.0288,0.3056,0.0294,0.0708,0.0288,0.3056
19,7347.47379,8.0907,15.32692,0.7576,0.1556,0.0868,0.157,0.3346,0.0308,0.279,0.114,0.2596,0.0308,0.279,6737.68349,7.48504,14.78171,0.7252,0.229,0.0458,0.2314,0.4908,0.015,0.1356,0.171,0.3994,0.015,0.1356,1022.0522,9.27408,17.29936,0.916,0.0694,0.0146,0.0696,0.1548,0.0038,0.0432,0.0558,0.1346,0.0038,0.0432,3095.12614,8.93076,16.44033,0.8662,0.0392,0.0946,0.0422,0.1012,0.0342,0.3046,0.0326,0.0844,0.0342,0.3046
20,6503.028,8.37598,15.94213,0.8054,0.1498,0.0448,0.1538,0.302,0.0234,0.2518,0.1088,0.2432,0.0234,0.2518,5147.56082,7.53719,14.90397,0.7462,0.233,0.0208,0.2194,0.479,0.0122,0.117,0.1684,0.397,0.0122,0.117,745.32507,9.2926,17.33582,0.9234,0.0702,0.0064,0.0658,0.1498,0.0034,0.0342,0.0534,0.1314,0.0034,0.0342,2499.01353,9.18912,16.97701,0.915,0.0366,0.0484,0.0348,0.0888,0.025,0.2724,0.0274,0.0756,0.025,0.2724
21,6598.00494,8.43503,16.03138,0.81,0.1412,0.0488,0.1454,0.2906,0.0418,0.2734,0.1064,0.2292,0.0418,0.2734,5747.23241,7.53724,14.94519,0.745,0.2314,0.0236,0.2206,0.472,0.0198,0.1264,0.1716,0.3846,0.0198,0.1264,910.23586,9.27741,17.31858,0.9208,0.073,0.0062,0.0704,0.1514,0.0058,0.0396,0.0576,0.1346,0.0058,0.0396,2559.2545,9.20229,17.0758,0.9102,0.039,0.0508,0.0404,0.0942,0.0448,0.2968,0.0312,0.0788,0.0448,0.2968
22,6176.61163,8.39741,16.00786,0.8118,0.1406,0.0476,0.1582,0.2992,0.0204,0.289,0.1182,0.2408,0.0204,0.289,6191.35195,7.54496,15.03436,0.751,0.224,0.025,0.2438,0.4738,0.012,0.1396,0.1862,0.3868,0.012,0.1396,1123.19168,9.27171,17.3261,0.9216,0.0716,0.0068,0.0788,0.1554,0.0044,0.042,0.0642,0.1362,0.0044,0.042,2555.75897,9.19687,16.99409,0.9114,0.0374,0.0512,0.0442,0.0932,0.0214,0.3126,0.034,0.0778,0.0214,0.3126
23,6356.10743,8.32627,15.73508,0.7962,0.142,0.0618,0.1378,0.3092,0.0446,0.2518,0.1002,0.2514,0.0446,0.2518,5899.15194,7.52455,14.91394,0.738,0.2292,0.0328,0.2198,0.4924,0.0206,0.12,0.1652,0.403,0.0206,0.12,893.7336,9.29685,17.40765,0.919,0.0724,0.0086,0.0674,0.1594,0.005,0.0362,0.0558,0.1374,0.005,0.0362,2207.75025,9.10481,16.8205,0.8948,0.0386,0.0666,0.0372,0.1,0.0476,0.2754,0.0304,0.0806,0.0476,0.2754
24,6447.49006,8.33669,15.83065,0.803,0.1558,0.0412,0.1644,0.2966,0.0382,0.277,0.1204,0.24,0.0382,0.277,6092.39123,7.44302,14.7779,0.7352,0.2446,0.0202,0.2492,0.4672,0.0196,0.127,0.1872,0.3814,0.0196,0.127,1338.58522,9.28365,17.37027,0.9164,0.0774,0.0062,0.0812,0.1526,0.008,0.0444,0.0636,0.1354,0.008,0.0444,1993.91902,9.22257,17.07058,0.9136,0.0424,0.044,0.047,0.0972,0.0412,0.3002,0.0358,0.0802,0.0412,0.3002
25,6776.79614,8.38323,15.83042,0.8122,0.1432,0.0446,0.1412,0.31,0.0308,0.3052,0.106,0.2472,0.0308,0.3052,6582.48303,7.52252,14.9517,0.7514,0.2274,0.0212,0.2172,0.4914,0.0166,0.136,0.1702,0.3952,0.0166,0.136,989.30255,9.29754,17.38345,0.9216,0.0726,0.0058,0.0714,0.1586,0.0058,0.0414,0.0572,0.1394,0.0058,0.0414,2156.35728,9.19437,17.00436,0.9144,0.0384,0.0472,0.0394,0.098,0.0334,0.3288,0.0312,0.0812,0.0334,0.3288
26,6070.29849,8.4732,16.03762,0.8116,0.1334,0.055,0.135,0.2932,0.0212,0.2924,0.1008,0.2352,0.0212,0.2924,6522.69479,7.60211,15.03285,0.7494,0.2232,0.0274,0.2116,0.4798,0.0114,0.1332,0.163,0.3928,0.0114,0.1332,973.35183,9.29612,17.38011,0.9226,0.0694,0.008,0.0664,0.156,0.0052,0.0444,0.0558,0.1396,0.0052,0.0444,1752.83092,9.25381,17.08516,0.9074,0.036,0.0566,0.0342,0.0934,0.022,0.3082,0.0278,0.0776,0.022,0.3082
27,5345.63399,8.46413,16.09904,0.8194,0.143,0.0376,0.146,0.2936,0.0364,0.2686,0.1076,0.2358,0.0364,0.2686,5574.12761,7.54058,14.93598,0.7514,0.2314,0.0172,0.2208,0.472,0.0188,0.1242,0.1706,0.391,0.0188,0.1242,1090.90148,9.29549,17.39906,0.9196,0.0756,0.0048,0.0758,0.1564,0.0068,0.0406,0.0614,0.1358,0.0068,0.0406,1242.24184,9.24562,17.11762,0.9208,0.0394,0.0398,0.0414,0.0938,0.039,0.2906,0.0314,0.0774,0.039,0.2906
28,6935.1897,8.32809,15.773,0.789,0.1484,0.0626,0.1344,0.3242,0.0242,0.2988,0.1006,0.255,0.0242,0.2988,6530.42455,7.58003,14.91897,0.737,0.23,0.033,0.2064,0.4962,0.0118,0.1398,0.154,0.3998,0.0118,0.1398,1425.99812,9.27015,17.32606,0.9094,0.079,0.0116,0.0772,0.1734,0.0052,0.0504,0.0604,0.148,0.0052,0.0504,3747.67927,9.13033,16.89363,0.8866,0.0462,0.0672,0.0466,0.1106,0.0264,0.3254,0.035,0.0898,0.0264,0.3254
29,6536.60844,8.32961,15.83345,0.7978,0.1486,0.0536,0.1576,0.2818,0.0226,0.2864,0.1178,0.2306,0.0226,0.2864,6111.95676,7.59859,15.02106,0.7486,0.228,0.0234,0.2326,0.436,0.0116,0.1242,0.1768,0.3616,0.0116,0.1242,1055.17449,9.24545,17.28808,0.9088,0.0822,0.009,0.0864,0.1628,0.0056,0.0478,0.0696,0.1432,0.0056,0.0478,2345.85423,9.15838,16.95253,0.8968,0.0468,0.0564,0.0506,0.1034,0.024,0.3108,0.0402,0.0866,0.024,0.3108
30,7107.73823,8.10689,15.41144,0.7672,0.174,0.0588,0.1816,0.3294,0.0314,0.2788,0.1308,0.2602,0.0314,0.2788,6146.75208,7.46746,14.75652,0.724,0.245,0.031,0.2586,0.466,0.0154,0.1338,0.19,0.3762,0.0154,0.1338,1386.65192,9.25736,17.29873,0.9082,0.0806,0.0112,0.086,0.161,0.0062,0.0516,0.0694,0.1406,0.0062,0.0516,1705.00805,9.10281,16.77735,0.8866,0.0496,0.0638,0.0552,0.107,0.0352,0.3116,0.043,0.092,0.0352,0.3116
31,5915.07705,8.52099,16.11171,0.825,0.125,0.05,0.1386,0.2808,0.0178,0.2992,0.1002,0.2312,0.0178,0.2992,6190.26142,7.61276,15.14021,0.7594,0.215,0.0256,0.2198,0.4818,0.0104,0.1438,0.1718,0.3974,0.0104,0.1438,1107.2217,9.26772,17.34141,0.9184,0.073,0.0086,0.0738,0.1682,0.0038,0.05,0.0626,0.1498,0.0038,0.05,1549.25925,9.23539,17.07316,0.9114,0.0372,0.0514,0.04,0.0978,0.0184,0.3136,0.0314,0.0816,0.0184,0.3136
32,6898.9441,8.32826,15.85808,0.816,0.1424,0.0416,0.156,0.3008,0.0292,0.2472,0.1132,0.237,0.0292,0.2472,5507.45347,7.52228,15.01647,0.7556,0.228,0.0164,0.2384,0.4816,0.014,0.1002,0.1768,0.3952,0.014,0.1002,808.82053,9.28159,17.39515,0.921,0.0734,0.0056,0.0742,0.1642,0.005,0.0396,0.0618,0.1444,0.005,0.0396,2680.85756,9.14751,16.96934,0.918,0.0376,0.0444,0.0402,0.0964,0.0326,0.2652,0.0318,0.0784,0.0326,0.2652
33,7292.49208,8.40312,15.89495,0.798,0.1396,0.0624,0.129,0.3312,0.029,0.283,0.0948,0.2602,0.029,0.283,6036.10293,7.6281,15.03869,0.7472,0.2202,0.0326,0.19,0.5238,0.0136,0.1338,0.1466,0.4234,0.0136,0.1338,933.60342,9.28835,17.32323,0.9206,0.0696,0.0098,0.057,0.1696,0.0034,0.0424,0.047,0.1484,0.0034,0.0424,2657.40349,9.13839,16.88059,0.8984,0.0378,0.0638,0.0352,0.1048,0.0298,0.295,0.0264,0.0856,0.0298,0.295
34,7447.84994,8.39049,15.92244,0.8198,0.1408,0.0394,0.1408,0.296,0.035,0.2682,0.0998,0.2376,0.035,0.2682,6663.55428,7.52379,14.97564,0.7476,0.2348,0.0176,0.218,0.491,0.0174,0.1202,0.1672,0.4018,0.0174,0.1202,800.55015,9.28361,17.34764,0.9212,0.0736,0.0052,0.0644,0.1592,0.0048,0.0358,0.0544,0.1426,0.0048,0.0358,2425.13416,9.20809,17.08082,0.9216,0.0366,0.0418,0.0322,0.0924,0.0368,0.2862,0.0272,0.0782,0.0368,0.2862
35,5447.94798,8.41095,15.92772,0.8094,0.1392,0.0514,0.132,0.2912,0.0168,0.2478,0.095,0.2368,0.0168,0.2478,5111.48726,7.63094,15.05485,0.749,0.2268,0.0242,0.1984,0.4738,0.0086,0.1112,0.155,0.3896,0.0086,0.1112,968.2351,9.30677,17.41922,0.9162,0.0762,0.0076,0.0682,0.1614,0.0026,0.0372,0.0572,0.142,0.0026,0.0372,2598.87346,9.1991,17.0683,0.9062,0.038,0.0558,0.0342,0.0944,0.0186,0.27,0.0278,0.0804,0.0186,0.27
36,7589.82356,8.32096,15.81555,0.8,0.1552,0.0448,0.1676,0.3162,0.0414,0.306,0.1194,0.2496,0.0414,0.306,6358.45798,7.58287,15.06083,0.7486,0.2282,0.0232,0.2374,0.4738,0.0226,0.1482,0.18,0.3882,0.0226,0.1482,1307.11501,9.2875,17.40014,0.9148,0.0774,0.0078,0.0832,0.168,0.0094,0.0522,0.0678,0.1458,0.0094,0.0522,2196.56714,9.16341,16.95577,0.9052,0.0462,0.0486,0.052,0.1082,0.0446,0.3296,0.0418,0.0892,0.0446,0.3296
37,5732.44989,8.45195,16.01378,0.811,0.1438,0.0452,0.1266,0.3102,0.0294,0.2488,0.0944,0.247,0.0294,0.2488,5167.15179,7.60901,14.99207,0.7486,0.231,0.0204,0.1966,0.489,0.0144,0.113,0.1514,0.3984,0.0144,0.113,818.5317,9.28133,17.33118,0.918,0.0758,0.0062,0.063,0.164,0.0042,0.037,0.0516,0.1406,0.0042,0.037,2154.26925,9.20956,17.04726,0.915,0.037,0.048,0.03,0.0958,0.0318,0.2692,0.0252,0.0806,0.0318,0.2692
38,8575.31295,8.10111,15.51612,0.7912,0.158,0.0508,0.1852,0.325,0.0498,0.267,0.1342,0.2588,0.0498,0.267,5911.64519,7.50777,14.95824,0.7492,0.2278,0.023,0.2642,0.4696,0.0224,0.1168,0.1994,0.3808,0.0224,0.1168,1137.31965,9.27413,17.33944,0.921,0.0718,0.0072,0.0834,0.1516,0.0078,0.0406,0.0674,0.135,0.0078,0.0406,2827.9816,9.02445,16.71433,0.9058,0.0408,0.0534,0.0524,0.0992,0.0532,0.2886,0.0406,0.0828,0.0532,0.2886
39,5471.11886,8.49486,16.04772,0.808,0.1358,0.0562,0.1288,0.2548,0.0262,0.2752,0.0968,0.2082,0.0262,0.2752,6073.11665,7.56539,14.89864,0.7428,0.2318,0.0254,0.2088,0.4488,0.0114,0.1182,0.1634,0.3782,0.0114,0.1182,1303.33221,9.27172,17.318,0.9134,0.0782,0.0084,0.0724,0.1534,0.0032,0.0402,0.0608,0.1374,0.0032,0.0402,1891.05446,9.14497,16.87885,0.9022,0.038,0.0598,0.0346,0.0896,0.028,0.2928,0.0296,0.0754,0.028,0.2928
40,5681.8298,8.52054,16.03974,0.8144,0.128,0.0576,0.1146,0.277,0.037,0.2808,0.0878,0.2216,0.037,0.2808,5430.12575,7.59716,15.00959,0.7472,0.225,0.0278,0.197,0.489,0.0152,0.1242,0.1538,0.3972,0.0152,0.1242,898.16343,9.31399,17.43264,0.9186,0.0728,0.0086,0.0622,0.1616,0.0042,0.0398,0.0514,0.1434,0.0042,0.0398,1952.17801,9.15278,16.88827,0.903,0.0362,0.0608,0.0308,0.0922,0.0394,0.3014,0.0252,0.0756,0.0394,0.3014
41,6838.12021,8.36361,15.93145,0.8046,0.1528,0.0426,0.143,0.3342,0.0332,0.2678,0.1056,0.2658,0.0332,0.2678,5967.16564,7.57326,14.9704,0.7516,0.2304,0.018,0.2116,0.5036,0.017,0.1188,0.1596,0.4026,0.017,0.1188,696.40846,9.31421,17.41326,0.921,0.073,0.006,0.068,0.1638,0.0058,0.0404,0.0552,0.1426,0.0058,0.0404,1550.61728,9.2058,17.06958,0.9138,0.04,0.0462,0.038,0.1054,0.0358,0.297,0.031,0.086,0.0358,0.297
42,5997.64236,8.51741,16.11241,0.8214,0.1368,0.0418,0.1302,0.2896,0.0376,0.2788,0.0944,0.234,0.0376,0.2788,5579.26807,7.58616,14.97082,0.747,0.2314,0.0216,0.2042,0.4824,0.021,0.1348,0.1554,0.3962,0.021,0.1348,1195.45542,9.27366,17.32617,0.9186,0.0752,0.0062,0.0644,0.1604,0.0076,0.0442,0.0522,0.1392,0.0076,0.0442,2311.48411,9.24597,17.06043,0.9156,0.0398,0.0446,0.036,0.1004,0.0402,0.2998,0.0298,0.0826,0.0402,0.2998
43,6802.75669,8.60891,16.23134,0.8298,0.1238,0.0464,0.1212,0.2586,0.0346,0.3018,0.0888,0.2066,0.0346,0.3018,5737.93827,7.56976,14.99709,0.7538,0.2238,0.0224,0.2042,0.4748,0.0198,0.139,0.1624,0.398,0.0198,0.139,818.26124,9.29146,17.37137,0.9226,0.0708,0.0066,0.0666,0.154,0.0074,0.0446,0.0532,0.137,0.0074,0.0446,2584.92331,9.24855,17.13375,0.9156,0.0356,0.0488,0.0312,0.0888,0.037,0.3192,0.026,0.0728,0.037,0.3192
44,6358.01347,8.43049,16.05703,0.817,0.1476,0.0354,0.1638,0.3006,0.0266,0.2644,0.1144,0.2394,0.0266,0.2644,6750.9584,7.55925,15.08441,0.7508,0.2306,0.0186,0.2422,0.4778,0.015,0.1316,0.183,0.3926,0.015,0.1316,644.9308,9.31741,17.47433,0.922,0.0732,0.0048,0.0768,0.157,0.0062,0.0454,0.0644,0.1386,0.0062,0.0454,1615.03171,9.27446,17.19143,0.9232,0.0394,0.0374,0.0448,0.0974,0.0282,0.2862,0.0348,0.0806,0.0282,0.2862
45,7100.12967,8.33065,15.78891,0.7998,0.1594,0.0408,0.136,0.3368,0.0328,0.3096,0.1024,0.261,0.0328,0.3096,6571.14512,7.53303,14.88616,0.7392,0.24,0.0208,0.2066,0.5006,0.0176,0.147,0.158,0.4008,0.0176,0.147,1150.53532,9.28255,17.32902,0.9208,0.0744,0.0048,0.0646,0.1574,0.0068,0.0448,0.0518,0.1368,0.0068,0.0448,2714.60556,9.19545,17.05548,0.9154,0.0418,0.0428,0.0404,0.1038,0.0364,0.334,0.0314,0.086,0.0364,0.334
46,7047.59407,8.34397,15.72619,0.7934,0.1388,0.0678,0.1394,0.286,0.0262,0.2874,0.1022,0.227,0.0262,0.2874,6116.34971,7.56309,14.90137,0.7346,0.2308,0.0346,0.2096,0.4772,0.0114,0.1318,0.1634,0.3884,0.0114,0.1318,1644.98299,9.25863,17.27965,0.9116,0.0772,0.0112,0.0754,0.1598,0.004,0.0454,0.0582,0.142,0.004,0.0454,1850.4593,9.10832,16.75385,0.8892,0.0406,0.0702,0.0386,0.1002,0.0274,0.302,0.0324,0.0836,0.0274,0.302
47,6570.83837,8.47739,16.05623,0.8252,0.1316,0.0432,0.1372,0.241,0.0248,0.2798,0.1036,0.1948,0.0248,0.2798,5802.0849,7.62124,15.08269,0.7598,0.2228,0.0174,0.2238,0.4194,0.0122,0.1158,0.1726,0.3566,0.0122,0.1158,863.44816,9.28572,17.37059,0.9186,0.076,0.0054,0.0726,0.1462,0.0042,0.0384,0.0612,0.1308,0.0042,0.0384,1678.61061,9.19737,17.02525,0.9174,0.0368,0.0458,0.0366,0.0828,0.0266,0.2982,0.0306,0.0702,0.0266,0.2982
