run,TP.c,TP.q,TP.lyg,TP.death.other,TP.death.stroke,TP.death.bleed,TP.stroke.dep,TP.stroke.indep,TP.bleed.ich,TP.bleed.nich,TP.count.p.dep,TP.count.p.indep,TP.count.p.ich,TP.count.p.nich,FN.c,FN.q,FN.lyg,FN.death.other,FN.death.stroke,FN.death.bleed,FN.stroke.dep,FN.stroke.indep,FN.bleed.ich,FN.bleed.nich,FN.count.p.dep,FN.count.p.indep,FN.count.p.ich,FN.count.p.nich,TN.c,TN.q,TN.lyg,TN.death.other,TN.death.stroke,TN.death.bleed,TN.stroke.dep,TN.stroke.indep,TN.bleed.ich,TN.bleed.nich,TN.count.p.dep,TN.count.p.indep,TN.count.p.ich,TN.count.p.nich,FP.c,FP.q,FP.lyg,FP.death.other,FP.death.stroke,FP.death.bleed,FP.stroke.dep,FP.stroke.indep,FP.bleed.ich,FP.bleed.nich,FP.count.p.dep,FP.count.p.indep,FP.count.p.ich,FP.count.p.nich
15,7310.01339,8.55619,16.21615,0.8184,0.1382,0.0434,0.145,0.2742,0.0338,0.315,0.1058,0.2154,0.0338,0.315,5733.78205,7.50837,14.93771,0.7404,0.2376,0.022,0.2272,0.4722,0.0176,0.1436,0.1778,0.394,0.0176,0.1436,756.46444,9.3031,17.4102,0.9204,0.0738,0.0058,0.0692,0.1512,0.0068,0.045,0.059,0.1346,0.0068,0.045,2066.82047,9.22288,17.08285,0.9152,0.0392,0.0456,0.0412,0.0906,0.0352,0.3254,0.0308,0.0756,0.0352,0.3254
16,6402.39548,8.46933,15.99972,0.8166,0.133,0.0504,0.1304,0.2604,0.0336,0.2926,0.0966,0.2088,0.0336,0.2926,6023.87538,7.59609,14.99056,0.7518,0.2246,0.0236,0.2034,0.4594,0.0162,0.1272,0.1612,0.3876,0.0162,0.1272,1170.28,9.27626,17.34794,0.9162,0.0768,0.007,0.0696,0.156,0.0062,0.0432,0.058,0.1386,0.0062,0.0432,2962.52825,9.13503,16.91843,0.9064,0.0398,0.0538,0.0378,0.0944,0.0356,0.3152,0.03,0.076,0.0356,0.3152
17,6911.21252,8.50069,16.03178,0.8122,0.1386,0.0492,0.134,0.2896,0.0346,0.2974,0.0944,0.2246,0.0346,0.2974,6833.78091,7.48019,14.78889,0.7406,0.2346,0.0248,0.2088,0.4884,0.0188,0.1398,0.161,0.406,0.0188,0.1398,1144.09388,9.28681,17.35374,0.919,0.0738,0.0072,0.0648,0.1566,0.007,0.0448,0.0534,0.1404,0.007,0.0448,2535.02431,9.21017,17.04148,0.9114,0.0364,0.0522,0.0312,0.0904,0.037,0.319,0.026,0.0768,0.037,0.319
18,5358.02529,8.8036,16.54568,0.8542,0.1084,0.0374,0.1204,0.203,0.0276,0.296,0.0882,0.1668,0.0276,0.296,5513.34788,7.54393,15.0954,0.7624,0.2198,0.0178,0.2246,0.431,0.014,0.1318,0.1818,0.3736,0.014,0.1318,851.58399,9.31442,17.40312,0.9252,0.07,0.0048,0.0692,0.143,0.0046,0.0424,0.0594,0.1312,0.0046,0.0424,1771.74528,9.35257,17.27151,0.9266,0.035,0.0384,0.036,0.0738,0.029,0.3086,0.0278,0.0614,0.029,0.3086
19,7072.24957,8.33935,15.63463,0.7872,0.1218,0.091,0.1268,0.258,0.0332,0.2932,0.0918,0.2072,0.0332,0.2932,6094.84487,7.54426,14.8924,0.7358,0.2174,0.0468,0.2094,0.4794,0.0158,0.1414,0.1648,0.401,0.0158,0.1414,1187.03693,9.27795,17.29494,0.918,0.0668,0.0152,0.0656,0.1526,0.004,0.0448,0.0528,0.1356,0.004,0.0448,2106.27172,9.01311,16.54654,0.8712,0.0326,0.0962,0.031,0.0774,0.035,0.3102,0.0254,0.0644,0.035,0.3102
20,4827.43183,8.69088,16.30591,0.8416,0.111,0.0474,0.1074,0.2264,0.024,0.2618,0.08,0.1856,0.024,0.2618,4907.32625,7.58758,15.05809,0.757,0.22,0.023,0.199,0.467,0.0128,0.1246,0.1638,0.3952,0.0128,0.1246,684.94334,9.31523,17.40846,0.9272,0.0664,0.0064,0.058,0.1472,0.0042,0.04,0.0512,0.1332,0.0042,0.04,1363.22289,9.27516,17.11623,0.9194,0.0316,0.049,0.0276,0.0686,0.0252,0.2812,0.0222,0.0578,0.0252,0.2812
21,6545.40967,8.51749,16.11593,0.8188,0.1324,0.0488,0.1352,0.2666,0.042,0.2756,0.1008,0.2158,0.042,0.2756,5566.21559,7.5288,14.88979,0.7502,0.229,0.0208,0.2138,0.4704,0.0182,0.1188,0.1664,0.3938,0.0182,0.1188,1208.64923,9.27917,17.34221,0.921,0.0722,0.0068,0.071,0.1498,0.0074,0.0426,0.0562,0.1344,0.0074,0.0426,2333.6232,9.24519,17.13927,0.9122,0.0366,0.0512,0.0344,0.091,0.0454,0.2994,0.029,0.0758,0.0454,0.2994
22,6558.3277,8.46839,16.08082,0.8194,0.1312,0.0494,0.1578,0.278,0.0206,0.293,0.1148,0.2274,0.0206,0.293,6501.89847,7.57234,15.06736,0.7556,0.2194,0.025,0.2376,0.464,0.012,0.1394,0.182,0.39,0.012,0.1394,909.75244,9.27895,17.35831,0.921,0.072,0.007,0.08,0.156,0.0046,0.0454,0.0644,0.138,0.0046,0.0454,2097.52626,9.21635,17.01982,0.9124,0.0366,0.051,0.0418,0.0904,0.0212,0.3108,0.032,0.0766,0.0212,0.3108
23,5559.98535,8.73804,16.31966,0.839,0.0958,0.0652,0.0966,0.2072,0.0462,0.2636,0.0718,0.1706,0.0462,0.2636,5791.01184,7.59096,15.04436,0.7562,0.2096,0.0342,0.191,0.4676,0.022,0.1256,0.1558,0.4034,0.022,0.1256,802.59086,9.31492,17.43769,0.9218,0.068,0.0102,0.0604,0.1568,0.0056,0.0384,0.0522,0.1426,0.0056,0.0384,2356.37262,9.15392,16.86306,0.903,0.0296,0.0674,0.0266,0.0648,0.0482,0.2798,0.0208,0.0556,0.0482,0.2798
24,5436.91011,8.76512,16.44822,0.8484,0.1082,0.0434,0.1172,0.2044,0.0406,0.2928,0.0838,0.166,0.0406,0.2928,5990.46908,7.54778,15.05497,0.7564,0.222,0.0216,0.217,0.4426,0.0214,0.136,0.1746,0.3848,0.0214,0.136,1240.35109,9.29854,17.4255,0.9186,0.075,0.0064,0.0716,0.1516,0.008,0.045,0.0618,0.1386,0.008,0.045,2297.14813,9.29478,17.18324,0.9218,0.0342,0.044,0.0298,0.0746,0.042,0.3046,0.0248,0.0614,0.042,0.3046
25,6489.16889,8.64961,16.2776,0.8404,0.1138,0.0458,0.118,0.2416,0.0322,0.3204,0.0866,0.193,0.0322,0.3204,6210.33697,7.60105,15.10016,0.7626,0.2156,0.0218,0.2038,0.4736,0.017,0.1434,0.164,0.3998,0.017,0.1434,1004.07122,9.307,17.41948,0.9254,0.068,0.0066,0.0652,0.1528,0.0064,0.0462,0.0554,0.1388,0.0064,0.0462,2153.04991,9.24413,17.10143,0.9184,0.034,0.0476,0.0326,0.0842,0.0336,0.3334,0.0264,0.0666,0.0336,0.3334
26,5736.95603,8.79782,16.46084,0.841,0.1026,0.0564,0.105,0.214,0.0218,0.3028,0.0772,0.1756,0.0218,0.3028,6172.63538,7.66177,15.20916,0.7628,0.2096,0.0276,0.1976,0.46,0.0114,0.134,0.1562,0.399,0.0114,0.134,1283.45444,9.29386,17.3846,0.9254,0.066,0.0086,0.0596,0.1492,0.0052,0.0452,0.052,0.1384,0.0052,0.0452,1925.53127,9.2735,17.08542,0.9104,0.032,0.0576,0.0294,0.0742,0.0228,0.3154,0.0248,0.0618,0.0228,0.3154
27,5427.93421,8.59131,16.21805,0.8356,0.1262,0.0382,0.129,0.2502,0.0366,0.274,0.0956,0.2032,0.0366,0.274,5065.95862,7.59033,15.06645,0.7556,0.2264,0.018,0.2142,0.465,0.0192,0.1262,0.1688,0.3916,0.0192,0.1262,730.19688,9.30719,17.43404,0.9206,0.0746,0.0048,0.0698,0.1572,0.0064,0.0406,0.06,0.1384,0.0064,0.0406,1355.84979,9.24556,17.07411,0.925,0.0352,0.0398,0.0332,0.0828,0.039,0.291,0.0268,0.069,0.039,0.291
28,6942.8112,8.57938,16.12825,0.811,0.1244,0.0646,0.1174,0.2634,0.0252,0.3108,0.084,0.2138,0.0252,0.3108,5899.90845,7.59521,14.94775,0.7518,0.216,0.0322,0.1896,0.4762,0.0116,0.1354,0.1498,0.402,0.0116,0.1354,1468.15039,9.27881,17.35595,0.9128,0.0756,0.0116,0.0656,0.17,0.0052,0.0502,0.0552,0.15,0.0052,0.0502,3236.21157,9.17431,16.97473,0.8922,0.0392,0.0686,0.0374,0.0986,0.0272,0.332,0.0282,0.0804,0.0272,0.332
29,5762.37684,8.68947,16.31203,0.8348,0.1102,0.055,0.1168,0.207,0.0234,0.2978,0.086,0.1744,0.0234,0.2978,5546.60194,7.65037,15.12706,0.763,0.212,0.025,0.2032,0.4222,0.0118,0.1268,0.1672,0.3624,0.0118,0.1268,982.6025,9.27071,17.35067,0.912,0.0796,0.0084,0.0792,0.1598,0.0054,0.046,0.0684,0.1448,0.0054,0.046,1909.89646,9.19404,16.97348,0.9046,0.0386,0.0568,0.0386,0.09,0.0244,0.313,0.0308,0.0748,0.0244,0.313
30,5760.65947,8.65741,16.21124,0.8254,0.1116,0.063,0.1194,0.2136,0.0348,0.3066,0.0888,0.1794,0.0348,0.3066,5972.16264,7.55754,14.98003,0.75,0.2172,0.0328,0.2168,0.4364,0.0164,0.1458,0.1736,0.373,0.0164,0.1458,917.69424,9.25714,17.30347,0.913,0.076,0.011,0.0772,0.1528,0.006,0.05,0.065,0.139,0.006,0.05,1819.27391,9.21017,16.95785,0.8998,0.0354,0.0648,0.0358,0.0784,0.0362,0.3184,0.0286,0.0644,0.0362,0.3184
31,6233.79286,8.52996,16.14065,0.8234,0.1266,0.05,0.1406,0.2872,0.0178,0.2974,0.1034,0.2262,0.0178,0.2974,6027.76751,7.62287,15.10786,0.7624,0.2126,0.025,0.2118,0.483,0.0102,0.1388,0.1686,0.4012,0.0102,0.1388,917.69424,9.25714,17.30347,0.913,0.076,0.011,0.0772,0.1528,0.006,0.05,0.065,0.139,0.006,0.05,2026.6013,9.23276,17.06585,0.9098,0.0386,0.0516,0.0408,0.1026,0.0186,0.3162,0.0324,0.0842,0.0186,0.3162
32,5729.84794,8.4548,16.01532,0.8306,0.1268,0.0426,0.1362,0.2696,0.03,0.252,0.1024,0.213,0.03,0.252,5524.36492,7.54425,15.05561,0.762,0.22,0.018,0.2248,0.4698,0.0144,0.107,0.1746,0.3974,0.0144,0.107,1213.60827,9.26731,17.37587,0.9224,0.072,0.0056,0.0742,0.159,0.0044,0.0352,0.0626,0.1428,0.0044,0.0352,2601.37661,9.16161,16.97694,0.9216,0.034,0.0444,0.0336,0.0866,0.0324,0.263,0.028,0.0716,0.0324,0.263
33,5669.47733,8.67903,16.23525,0.8302,0.1074,0.0624,0.0962,0.257,0.029,0.2846,0.072,0.205,0.029,0.2846,6090.65831,7.67435,15.1819,0.7586,0.209,0.0324,0.1804,0.5034,0.0132,0.1328,0.1414,0.423,0.0132,0.1328,915.7988,9.29639,17.34691,0.9232,0.067,0.0098,0.0554,0.1658,0.004,0.0432,0.0464,0.1476,0.004,0.0432,2186.04958,9.2162,16.98922,0.9036,0.0314,0.065,0.0258,0.0794,0.031,0.3034,0.0208,0.0688,0.031,0.3034
34,6574.98759,8.58566,16.19421,0.8428,0.1172,0.04,0.1108,0.2488,0.0352,0.2742,0.084,0.2026,0.0352,0.2742,6119.0453,7.56802,15.07205,0.7612,0.2216,0.0172,0.2002,0.4736,0.0174,0.1194,0.1562,0.4044,0.0174,0.1194,615.35585,9.31464,17.42828,0.9234,0.0712,0.0054,0.0608,0.1584,0.0062,0.0404,0.0532,0.147,0.0062,0.0404,2516.49121,9.25723,17.18826,0.923,0.0348,0.0422,0.0298,0.082,0.0372,0.2924,0.0248,0.0688,0.0372,0.2924
35,6051.86703,8.61371,16.23783,0.832,0.1132,0.0548,0.1064,0.2324,0.0184,0.2618,0.08,0.194,0.0184,0.2618,5127.16163,7.615,15.01722,0.758,0.2176,0.0244,0.186,0.4592,0.0086,0.1142,0.1488,0.3876,0.0086,0.1142,894.35332,9.30524,17.42265,0.919,0.0734,0.0076,0.063,0.1572,0.0026,0.0376,0.0542,0.1424,0.0026,0.0376,1621.53177,9.19339,16.98132,0.911,0.0332,0.0558,0.0288,0.073,0.0186,0.2708,0.0232,0.0628,0.0186,0.2708
36,7080.90516,8.66748,16.30484,0.8402,0.1128,0.047,0.1248,0.2312,0.0432,0.3184,0.0924,0.1926,0.0432,0.3184,6178.06737,7.6478,15.24917,0.7634,0.2132,0.0234,0.219,0.4532,0.0228,0.153,0.1734,0.381,0.0228,0.153,1210.77226,9.29961,17.43642,0.918,0.0742,0.0078,0.0788,0.1588,0.009,0.051,0.064,0.1442,0.009,0.051,1892.19483,9.22293,17.03123,0.914,0.0374,0.0486,0.039,0.0944,0.0446,0.3298,0.032,0.076,0.0446,0.3298
37,5237.54978,8.74781,16.39749,0.8466,0.1064,0.047,0.0968,0.2214,0.031,0.2588,0.0702,0.1808,0.031,0.2588,5588.24616,7.67979,15.17319,0.7624,0.2162,0.0214,0.1742,0.4692,0.015,0.1186,0.1414,0.4032,0.015,0.1186,882.94934,9.2988,17.37093,0.922,0.0718,0.0062,0.0576,0.1602,0.0044,0.0382,0.0484,0.1448,0.0044,0.0382,2031.45199,9.28665,17.17898,0.9176,0.034,0.0484,0.0272,0.0798,0.032,0.2754,0.0228,0.0662,0.032,0.2754
38,6634.11229,8.54511,16.10191,0.8358,0.1112,0.053,0.1304,0.2348,0.0526,0.2854,0.0972,0.191,0.0526,0.2854,5367.37516,7.58086,15.13251,0.7682,0.2066,0.0252,0.2326,0.4444,0.024,0.123,0.1842,0.3824,0.024,0.123,1261.97785,9.2861,17.39313,0.9262,0.0666,0.0072,0.074,0.1468,0.0078,0.0394,0.0626,0.1338,0.0078,0.0394,3443.93963,9.10679,16.85845,0.9126,0.0326,0.0548,0.0342,0.0762,0.0536,0.294,0.0282,0.0628,0.0536,0.294
39,5479.99814,8.65832,16.25765,0.8288,0.113,0.0582,0.1118,0.2112,0.0268,0.2806,0.0806,0.175,0.0268,0.2806,5830.00211,7.62881,15.08229,0.7524,0.2198,0.0278,0.1896,0.4328,0.0118,0.1242,0.1562,0.3762,0.0118,0.1242,960.67217,9.27667,17.32044,0.9134,0.0776,0.009,0.0696,0.1528,0.004,0.0422,0.0598,0.1348,0.004,0.0422,2264.83632,9.21125,17.02435,0.905,0.0352,0.0598,0.032,0.077,0.028,0.295,0.0246,0.0626,0.028,0.295
40,5805.58936,8.52997,16.02579,0.8174,0.125,0.0576,0.1144,0.2698,0.037,0.2812,0.0864,0.2154,0.037,0.2812,5720.40427,7.57539,14.93801,0.7542,0.2174,0.0284,0.1898,0.4816,0.016,0.1262,0.15,0.4042,0.016,0.1262,680.32484,9.32297,17.44156,0.92,0.0724,0.0076,0.0616,0.1618,0.004,0.039,0.0516,0.1436,0.004,0.039,2577.62389,9.14555,16.87675,0.904,0.0352,0.0608,0.0292,0.0896,0.0394,0.3012,0.0246,0.0748,0.0394,0.3012
41,5599.33074,8.73613,16.42058,0.8508,0.105,0.0442,0.1006,0.2296,0.0342,0.2826,0.0752,0.1884,0.0342,0.2826,5985.05463,7.66781,15.23345,0.7672,0.2124,0.0204,0.1884,0.4782,0.018,0.1256,0.1524,0.4054,0.018,0.1256,937.09292,9.33405,17.49571,0.9254,0.0688,0.0058,0.0582,0.1612,0.0058,0.0404,0.0508,0.146,0.0058,0.0404,2843.61252,9.24887,17.15585,0.921,0.0328,0.0462,0.0294,0.0762,0.0358,0.2972,0.0236,0.0622,0.0358,0.2972
42,5345.76875,8.7687,16.43911,0.8486,0.1078,0.0436,0.101,0.2222,0.0392,0.2892,0.077,0.1794,0.0392,0.2892,5277.94799,7.65318,15.132,0.762,0.2168,0.0212,0.18,0.4654,0.021,0.1326,0.148,0.3972,0.021,0.1326,1193.79542,9.27609,17.32929,0.9234,0.0708,0.0058,0.0598,0.1546,0.0074,0.0434,0.0504,0.14,0.0074,0.0434,2493.9503,9.27467,17.08587,0.9204,0.0346,0.045,0.0288,0.082,0.0406,0.3054,0.0238,0.0676,0.0406,0.3054
43,6813.745,8.50765,16.16187,0.8182,0.1358,0.046,0.1366,0.2884,0.0346,0.2972,0.0984,0.2318,0.0346,0.2972,5959.70824,7.54529,14.96645,0.7484,0.2294,0.0222,0.213,0.4826,0.0196,0.1352,0.1644,0.3988,0.0196,0.1352,1079.76954,9.26794,17.30518,0.922,0.0718,0.0062,0.0656,0.156,0.0074,0.0438,0.0546,0.1356,0.0074,0.0438,1904.0832,9.25511,17.15876,0.9124,0.0392,0.0484,0.037,0.0994,0.0366,0.3182,0.031,0.0806,0.0366,0.3182
44,5986.66352,8.60738,16.32183,0.837,0.1264,0.0366,0.1388,0.2612,0.0276,0.2726,0.1002,0.212,0.0276,0.2726,6090.83527,7.57724,15.16089,0.7608,0.222,0.0172,0.2266,0.4684,0.0148,0.1296,0.1784,0.3878,0.0148,0.1296,1091.71984,9.31512,17.46394,0.9228,0.0726,0.0046,0.075,0.1558,0.0046,0.0406,0.0618,0.1396,0.0046,0.0406,861.52981,9.29919,17.18083,0.9272,0.0354,0.0374,0.0374,0.0892,0.0282,0.283,0.0302,0.0742,0.0282,0.283
45,6166.33499,8.62903,16.21996,0.8306,0.1278,0.0416,0.117,0.2626,0.0346,0.3216,0.0842,0.2034,0.0346,0.3216,6521.79693,7.58842,15.00594,0.756,0.2232,0.0208,0.1858,0.4798,0.0176,0.145,0.1482,0.407,0.0176,0.145,952.13416,9.29232,17.34676,0.9232,0.0712,0.0056,0.0578,0.1564,0.007,0.0468,0.0484,0.14,0.007,0.0468,2915.63797,9.25416,17.13108,0.9208,0.0358,0.0434,0.0314,0.0862,0.0364,0.3376,0.0252,0.0712,0.0364,0.3376
46,5269.30036,8.65784,16.12903,0.8256,0.1056,0.0688,0.103,0.2136,0.0268,0.296,0.0754,0.1726,0.0268,0.296,5968.93431,7.60008,14.97908,0.7504,0.2146,0.035,0.1892,0.453,0.0122,0.1348,0.1514,0.3928,0.0122,0.1348,1730.0764,9.27867,17.32827,0.915,0.0738,0.0112,0.066,0.1562,0.0038,0.0448,0.0558,0.1406,0.0038,0.0448,1697.21614,9.20027,16.90466,0.893,0.035,0.072,0.0314,0.08,0.028,0.3096,0.0242,0.066,0.028,0.3096
47,5872.39185,8.72182,16.39567,0.8522,0.104,0.0438,0.1116,0.1886,0.0254,0.288,0.082,0.1558,0.0254,0.288,5906.3022,7.68272,15.28361,0.7714,0.2112,0.0174,0.2018,0.4098,0.0122,0.118,0.1672,0.3606,0.0122,0.118,597.79317,9.29238,17.38363,0.9214,0.0732,0.0054,0.0672,0.145,0.0042,0.0382,0.0592,0.1322,0.0042,0.0382,1892.43191,9.23317,17.0829,0.9208,0.0332,0.046,0.0322,0.068,0.0266,0.3002,0.0256,0.0572,0.0266,0.3002
