"","0","0.1","0.2","0.3","0.4","0.5","0.6","0.7","0.8","0.9","1"
"0",-12999.0723866988,-13073.5126867471,-13166.5630618078,-13286.199258314,-13445.7141869893,-13669.0350871343,-14004.0164373524,-14562.318687716,-15678.9231884418,-19028.7366906187,Inf
"0.1",-14286.9152972554,-14527.0100360069,-14834.223734658,-15241.2744492249,-15806.2710956981,-16643.2731501203,-18010.979866576,-20648.4297509147,-27855.6441330046,-128478.331457939,8863.32771312326
"0.2",-15836.9255426587,-16316.8822412519,-16948.9982184105,-17819.2616932708,-19093.4901001469,-21137.9687235318,-24953.6252345102,-34600.9036487178,-106769.22194726,29825.1435419,4902.31155403844
"0.3",-17738.2293328819,-18575.1768832254,-19718.5351229631,-21374.2753446382,-23986.2856016801,-28719.3693156065,-39923.2165003582,-99532.8521103221,62831.5849373331,13933.4285437425,3581.97283434307
"0.4",-20125.5150058976,-21513.4627880538,-23502.615785265,-26591.5935514332,-32041.0760365073,-44229.8878543095,-95914.6671918544,122448.699170109,24980.1085363017,9322.26873432633,2921.80347449541
"0.5",-23212.4138954159,-25493.3009910756,-28983.7192858195,-34992.910733415,-47786.3132544353,-93743.7562407741,262591.830813161,38801.8537782031,15857.5051843137,7126.88361416373,2525.70185858683
"0.6",-27359.267362364,-31187.8001657705,-37633.3931891641,-50772.8302865401,-92296.4822734053,985824.077191182,56594.5752818083,23365.096867767,11754.1018978249,5842.9115941286,2261.63411464778
"0.7",-33225.1709217519,-40009.3165882806,-53316.2666465745,-91262.7151538407,-1076312.75912535,80356.6225662706,32079.4954719969,16870.3837581796,9421.28337185859,5000.35355173851,2073.01429754846
"0.8",-42158.5447078495,-55508.4164295706,-90487.3898141805,-423875.836453194,113697.467798957,42317.1139257152,22557.5910335026,13292.9227263684,7916.42734492189,4404.96908902823,1931.54943472403
"0.9",-57417.3553864238,-89884.358994433,-289388.22245919,163871.240869756,54515.5720633067,28916.9350771242,17495.4225064667,11027.659682519,6865.17713514891,3961.90475889493,1821.52120808275
"1",-89401.9343386351,-231329.050291883,247930.368639759,69297.8810829362,36075.0528100363,22073.0875329416,14354.3203524471,9464.51816056505,6089.30055736953,3619.33654568579,1733.49862676973
