run,TP.c,TP.q,TP.lyg,TP.death.other,TP.death.stroke,TP.death.bleed,TP.stroke.dep,TP.stroke.indep,TP.bleed.ich,TP.bleed.nich,TP.count.p.dep,TP.count.p.indep,TP.count.p.ich,TP.count.p.nich,FN.c,FN.q,FN.lyg,FN.death.other,FN.death.stroke,FN.death.bleed,FN.stroke.dep,FN.stroke.indep,FN.bleed.ich,FN.bleed.nich,FN.count.p.dep,FN.count.p.indep,FN.count.p.ich,FN.count.p.nich,TN.c,TN.q,TN.lyg,TN.death.other,TN.death.stroke,TN.death.bleed,TN.stroke.dep,TN.stroke.indep,TN.bleed.ich,TN.bleed.nich,TN.count.p.dep,TN.count.p.indep,TN.count.p.ich,TN.count.p.nich,FP.c,FP.q,FP.lyg,FP.death.other,FP.death.stroke,FP.death.bleed,FP.stroke.dep,FP.stroke.indep,FP.bleed.ich,FP.bleed.nich,FP.count.p.dep,FP.count.p.indep,FP.count.p.ich,FP.count.p.nich
11,8361.28453,9.04076,17.87384,0.7662,0.1826,0.0512,0.1872,0.375,0.0348,0.3464,0.1288,0.288,0.0348,0.3464,8008.94515,8.05842,16.64594,0.7072,0.2674,0.0254,0.2618,0.555,0.0182,0.1732,0.1892,0.4362,0.0182,0.1732,1615.17205,10.12829,19.73256,0.8934,0.0964,0.0102,0.0938,0.2064,0.0094,0.0638,0.0746,0.1778,0.0094,0.0638,2879.95748,10.02977,19.27748,0.8904,0.056,0.0536,0.0566,0.1276,0.0354,0.367,0.043,0.103,0.0354,0.367
12,7171.60127,9.37449,18.40787,0.8174,0.1396,0.043,0.1582,0.2946,0.0456,0.3288,0.1094,0.2316,0.0456,0.3288,6734.22826,8.23271,17.1315,0.7438,0.2342,0.022,0.2422,0.5074,0.0236,0.1544,0.189,0.4224,0.0236,0.1544,1227.3497,10.14397,19.75793,0.9112,0.0822,0.0066,0.0836,0.1884,0.0098,0.05,0.0732,0.1676,0.0098,0.05,3287.28728,10.13661,19.55109,0.915,0.04,0.045,0.0484,0.0996,0.0482,0.3448,0.036,0.084,0.0482,0.3448
13,6655.3214,9.46051,18.46245,0.808,0.1348,0.0572,0.135,0.275,0.0362,0.3288,0.1016,0.2212,0.0362,0.3288,6600.43503,8.19339,16.9249,0.726,0.2448,0.0292,0.2244,0.4996,0.0192,0.1656,0.1792,0.4186,0.0192,0.1656,1427.17133,10.16648,19.78302,0.9034,0.0874,0.0092,0.0862,0.1824,0.0076,0.0514,0.0716,0.1612,0.0076,0.0514,2025.73218,10.1299,19.41562,0.8972,0.043,0.0598,0.0456,0.101,0.0374,0.345,0.0354,0.0808,0.0374,0.345
14,8109.52336,9.19839,18.23305,0.7978,0.1572,0.045,0.1594,0.3534,0.034,0.3058,0.114,0.2736,0.034,0.3058,7207.93309,8.27667,17.14735,0.7354,0.2416,0.023,0.2452,0.5438,0.019,0.1468,0.1824,0.432,0.019,0.1468,787.9228,10.15138,19.74932,0.9084,0.0838,0.0078,0.0804,0.1978,0.0084,0.0532,0.069,0.172,0.0084,0.0532,2635.80777,10.09656,19.5002,0.9042,0.048,0.0478,0.052,0.1212,0.0366,0.329,0.0402,0.0974,0.0366,0.329
15,7161.24819,9.23432,18.13699,0.7842,0.1666,0.0492,0.1682,0.318,0.0376,0.3584,0.1208,0.2504,0.0376,0.3584,7231.29335,8.08346,16.75824,0.7112,0.2638,0.025,0.2594,0.5118,0.0206,0.1858,0.1946,0.4162,0.0206,0.1858,1524.82322,10.14238,19.76056,0.9028,0.0886,0.0086,0.0918,0.1764,0.0088,0.0606,0.0726,0.1554,0.0088,0.0606,2636.29105,10.0997,19.43244,0.9004,0.049,0.0506,0.0532,0.1056,0.0394,0.3774,0.0402,0.086,0.0394,0.3774
16,8927.65141,9.24896,18.14613,0.7942,0.1474,0.0584,0.149,0.289,0.0388,0.3462,0.1064,0.2312,0.0388,0.3462,7210.9055,8.2252,16.93711,0.7212,0.2508,0.028,0.2338,0.4964,0.0198,0.1602,0.1772,0.4078,0.0198,0.1602,1263.10189,10.1368,19.70753,0.9,0.091,0.009,0.0838,0.1868,0.0078,0.0508,0.0696,0.1668,0.0078,0.0508,3060.19769,10.06645,19.38869,0.893,0.0468,0.0602,0.048,0.106,0.0406,0.3622,0.037,0.0874,0.0406,0.3622
17,8431.49162,9.15314,18.01583,0.7714,0.1736,0.055,0.1588,0.3518,0.039,0.3402,0.1122,0.2722,0.039,0.3402,7832.92587,8.1255,16.75634,0.7094,0.263,0.0276,0.2334,0.5464,0.0212,0.1742,0.1746,0.4382,0.0212,0.1742,1151.16426,10.15359,19.74485,0.902,0.0888,0.0092,0.0806,0.1904,0.0094,0.0562,0.0656,0.169,0.0094,0.0562,3126.89102,10.05716,19.33038,0.8936,0.048,0.0584,0.0458,0.1114,0.0418,0.3664,0.0358,0.0938,0.0418,0.3664
18,6728.21481,9.1819,18.15453,0.7886,0.172,0.0394,0.1852,0.318,0.0308,0.325,0.13,0.255,0.0308,0.325,6826.26408,8.12165,16.89081,0.7148,0.264,0.0212,0.2856,0.4876,0.0158,0.1564,0.2078,0.3972,0.0158,0.1564,1185.63652,10.16351,19.76041,0.903,0.0908,0.0062,0.0976,0.1772,0.0058,0.0516,0.0794,0.1542,0.0058,0.0516,1859.94774,10.16468,19.51399,0.9078,0.05,0.0422,0.0562,0.1056,0.0332,0.3482,0.0424,0.0878,0.0332,0.3482
19,9192.40452,8.86349,17.38325,0.7318,0.1672,0.101,0.1678,0.3566,0.0386,0.3276,0.1204,0.275,0.0386,0.3276,8091.86117,8.1245,16.68117,0.6952,0.2504,0.0544,0.2516,0.5386,0.0194,0.171,0.1856,0.4296,0.0194,0.171,1211.61602,10.13425,19.64638,0.8992,0.0794,0.0214,0.0822,0.1826,0.0066,0.0552,0.0676,0.1586,0.0066,0.0552,3385.19302,9.79184,18.68506,0.8432,0.049,0.1078,0.0526,0.119,0.0416,0.3486,0.0414,0.0952,0.0416,0.3486
20,7099.24383,9.21876,18.17916,0.7858,0.1626,0.0516,0.1594,0.3252,0.0262,0.2942,0.1154,0.2566,0.0262,0.2942,6353.24038,8.16587,16.89753,0.7142,0.2586,0.0272,0.2476,0.5236,0.0148,0.1436,0.1838,0.4208,0.0148,0.1436,974.80839,10.16475,19.76541,0.9098,0.082,0.0082,0.0808,0.1786,0.0056,0.0454,0.0684,0.1536,0.0056,0.0454,2322.07234,10.06624,19.33011,0.9024,0.0428,0.0548,0.0468,0.1036,0.028,0.3176,0.0362,0.0832,0.028,0.3176
21,9339.7965,9.01648,17.84244,0.7704,0.1764,0.0532,0.1732,0.3508,0.0464,0.3066,0.1232,0.2744,0.0464,0.3066,6392.79213,8.14721,16.77137,0.7164,0.2568,0.0268,0.2528,0.5162,0.0232,0.1478,0.188,0.416,0.0232,0.1478,1213.79255,10.14328,19.70049,0.9018,0.0894,0.0088,0.0892,0.1874,0.0084,0.0488,0.0726,0.1628,0.0084,0.0488,3407.25976,10.01139,19.32978,0.889,0.0538,0.0572,0.0556,0.1232,0.0498,0.3342,0.0436,0.1006,0.0498,0.3342
22,8059.32001,9.17313,18.10079,0.7846,0.1606,0.0548,0.1768,0.3336,0.023,0.337,0.1282,0.2582,0.023,0.337,7619.57467,8.17352,16.99134,0.725,0.247,0.028,0.2746,0.5122,0.0126,0.1692,0.2024,0.417,0.0126,0.1692,1640.33721,10.14233,19.75305,0.9038,0.0864,0.0098,0.0934,0.1898,0.006,0.059,0.0772,0.1664,0.006,0.059,2805.66141,10.07946,19.346,0.8956,0.0464,0.058,0.0578,0.1084,0.0244,0.3578,0.0432,0.0898,0.0244,0.3578
23,6930.68902,9.37702,18.30647,0.7976,0.1294,0.073,0.1314,0.2748,0.0528,0.3026,0.0946,0.2162,0.0528,0.3026,6471.54223,8.20175,16.91789,0.722,0.2398,0.0382,0.2216,0.5222,0.0264,0.1562,0.1744,0.4324,0.0264,0.1562,820.45748,10.17599,19.82808,0.9056,0.0818,0.0126,0.079,0.186,0.0092,0.0496,0.0664,0.1654,0.0092,0.0496,2707.24599,10.00341,19.20234,0.8868,0.0376,0.0756,0.0382,0.0952,0.0546,0.3148,0.029,0.0762,0.0546,0.3148
24,8903.95352,8.84908,17.62102,0.7546,0.1998,0.0456,0.2126,0.3852,0.043,0.3138,0.15,0.296,0.043,0.3138,7669.50685,8.02518,16.59459,0.6934,0.2828,0.0238,0.2994,0.522,0.024,0.1602,0.2076,0.4034,0.024,0.1602,1519.63337,10.10559,19.66377,0.8958,0.0966,0.0076,0.1008,0.1866,0.0092,0.0514,0.0788,0.1604,0.0092,0.0514,2985.89698,10.01886,19.27378,0.8886,0.0618,0.0496,0.0644,0.1236,0.0466,0.342,0.0472,0.1032,0.0466,0.342
25,8387.85098,9.15117,18.0149,0.7868,0.1624,0.0508,0.1652,0.3364,0.035,0.3544,0.1182,0.2654,0.035,0.3544,7484.82113,8.18389,16.94777,0.724,0.2518,0.0242,0.2486,0.5312,0.0182,0.1726,0.1846,0.4286,0.0182,0.1726,1561.48456,10.14565,19.74692,0.9058,0.0864,0.0078,0.086,0.1896,0.0072,0.0564,0.0692,0.1668,0.0072,0.0564,3525.68811,10.06027,19.37237,0.8986,0.0484,0.053,0.0548,0.1124,0.0366,0.376,0.0418,0.0892,0.0366,0.376
26,7165.51543,9.30106,18.2377,0.7888,0.1492,0.062,0.1456,0.3196,0.0242,0.3374,0.1076,0.2516,0.0242,0.3374,7309.00304,8.26489,17.11296,0.7226,0.2454,0.032,0.2392,0.526,0.0128,0.1718,0.1798,0.4258,0.0128,0.1718,1633.79495,10.15925,19.76874,0.905,0.0832,0.0118,0.0814,0.1848,0.0066,0.0602,0.0676,0.1628,0.0066,0.0602,2694.04326,10.11388,19.41959,0.8914,0.0436,0.065,0.0474,0.1084,0.0254,0.3618,0.0368,0.0896,0.0254,0.3618
27,6247.72182,9.35335,18.38739,0.8086,0.1494,0.042,0.1548,0.2984,0.0416,0.3158,0.1136,0.2372,0.0416,0.3158,6393.64498,8.20032,16.95394,0.7292,0.2488,0.022,0.2412,0.5048,0.0228,0.1554,0.1838,0.4202,0.0228,0.1554,479.89218,10.14837,19.7559,0.9056,0.0878,0.0066,0.0872,0.1834,0.009,0.0504,0.0718,0.1626,0.009,0.0504,1940.14239,10.14929,19.48887,0.911,0.0448,0.0442,0.0502,0.1038,0.044,0.3332,0.0368,0.0842,0.044,0.3332
28,8616.44394,8.86224,17.5505,0.7408,0.1892,0.07,0.1808,0.4022,0.028,0.34,0.1266,0.3052,0.028,0.34,7796.62396,8.16399,16.71481,0.699,0.2654,0.0356,0.2492,0.5582,0.0134,0.1656,0.1754,0.4326,0.0134,0.1656,1406.04631,10.124,19.6726,0.8844,0.1,0.0156,0.0894,0.219,0.0066,0.0634,0.0702,0.1798,0.0066,0.0634,3196.19758,9.90105,18.9797,0.8592,0.0656,0.0752,0.061,0.1436,0.0316,0.3738,0.045,0.1148,0.0316,0.3738
29,8135.47593,9.03666,17.8658,0.7612,0.178,0.0608,0.1814,0.3332,0.026,0.3348,0.1312,0.2644,0.026,0.3348,7264.56625,8.17459,16.78052,0.7132,0.2566,0.0302,0.2618,0.4866,0.0136,0.156,0.1946,0.391,0.0136,0.156,1879.09495,10.09281,19.66043,0.8852,0.1032,0.0116,0.103,0.2014,0.0072,0.0602,0.083,0.1732,0.0072,0.0602,3195.66066,9.94778,19.09731,0.8712,0.065,0.0638,0.0678,0.1242,0.0274,0.3546,0.05,0.1006,0.0274,0.3546
30,6820.40667,9.2508,18.08675,0.7772,0.1526,0.0702,0.1612,0.295,0.0404,0.3532,0.1164,0.237,0.0404,0.3532,6977.54763,8.16368,16.82285,0.7118,0.2516,0.0366,0.2584,0.4896,0.0202,0.1782,0.1978,0.4014,0.0202,0.1782,1803.16752,10.10119,19.64803,0.8916,0.0944,0.014,0.0978,0.1866,0.0074,0.059,0.078,0.1654,0.0074,0.059,3486.18961,10.00476,19.19295,0.8782,0.0492,0.0726,0.0518,0.1076,0.0426,0.367,0.0404,0.0866,0.0426,0.367
31,7879.43006,9.41219,18.47137,0.8066,0.1362,0.0572,0.1492,0.3032,0.021,0.3544,0.1084,0.2354,0.021,0.3544,7744.69794,8.24805,17.07066,0.7396,0.2318,0.0286,0.2382,0.518,0.0112,0.177,0.185,0.4268,0.0112,0.177,1564.83813,10.13817,19.7511,0.8984,0.0898,0.0118,0.0902,0.202,0.0054,0.0674,0.0726,0.1774,0.0054,0.0674,2817.36934,10.11446,19.44808,0.8958,0.0452,0.059,0.051,0.1118,0.021,0.3626,0.0396,0.091,0.021,0.3626
32,7663.89028,9.12625,18.07102,0.7958,0.157,0.0472,0.1686,0.326,0.0338,0.2824,0.1206,0.2588,0.0338,0.2824,6623.90685,8.16083,16.97155,0.7308,0.2464,0.0228,0.2552,0.5224,0.0176,0.1294,0.1894,0.4238,0.0176,0.1294,1115.81177,10.13285,19.768,0.9062,0.0874,0.0064,0.0922,0.1912,0.0064,0.0424,0.075,0.1662,0.0064,0.0424,1946.62972,10.02314,19.31434,0.9044,0.0466,0.049,0.0546,0.1104,0.0354,0.3034,0.0408,0.092,0.0354,0.3034
33,7273.20495,9.32661,18.21312,0.796,0.1332,0.0708,0.1224,0.3226,0.0346,0.3336,0.0898,0.2482,0.0346,0.3336,7394.62354,8.30827,17.08211,0.7284,0.2354,0.0362,0.2046,0.558,0.0158,0.1648,0.1564,0.451,0.0158,0.1648,1635.06295,10.16703,19.75149,0.9048,0.0818,0.0134,0.0698,0.201,0.0054,0.0552,0.0588,0.1776,0.0054,0.0552,2454.65173,10.03395,19.20371,0.8874,0.0408,0.0718,0.0364,0.1144,0.0368,0.3456,0.0298,0.0922,0.0368,0.3456
34,8511.63825,8.92586,17.67783,0.7728,0.1846,0.0426,0.182,0.374,0.0376,0.294,0.1256,0.2862,0.0376,0.294,6686.13114,8.07008,16.63049,0.7092,0.2694,0.0214,0.2526,0.5546,0.0204,0.1366,0.1832,0.4322,0.0204,0.1366,1091.54594,10.12874,19.69745,0.903,0.0906,0.0064,0.085,0.1944,0.008,0.0468,0.068,0.166,0.008,0.0468,2924.37258,10.05309,19.37243,0.9014,0.0522,0.0464,0.0518,0.1194,0.0416,0.3314,0.0396,0.0976,0.0416,0.3314
35,6383.47542,9.42885,18.42929,0.806,0.1336,0.0604,0.122,0.2782,0.0202,0.298,0.094,0.22,0.0202,0.298,6129.42117,8.23193,16.93888,0.7284,0.2404,0.0312,0.2104,0.4982,0.0104,0.137,0.1608,0.4188,0.0104,0.137,1040.56819,10.15077,19.77282,0.9032,0.0868,0.01,0.0776,0.1874,0.0042,0.0462,0.065,0.1662,0.0042,0.0462,2105.9579,10.10585,19.40793,0.8986,0.0394,0.062,0.0372,0.096,0.0214,0.3142,0.029,0.081,0.0214,0.3142
36,8497.74789,9.22444,18.16185,0.7866,0.1614,0.052,0.1784,0.3218,0.0482,0.3612,0.127,0.2492,0.0482,0.3612,7749.7679,8.24235,17.04141,0.7262,0.2476,0.0262,0.2598,0.5124,0.0276,0.1864,0.193,0.413,0.0276,0.1864,1234.76003,10.13766,19.75463,0.8962,0.0934,0.0104,0.099,0.1958,0.0128,0.0688,0.0778,0.1688,0.0128,0.0688,2134.37271,10.07587,19.36919,0.8942,0.0514,0.0544,0.058,0.1184,0.0518,0.3792,0.0432,0.0974,0.0518,0.3792
37,6942.78778,9.28473,18.26495,0.7926,0.1556,0.0518,0.1392,0.3258,0.034,0.2926,0.1008,0.255,0.034,0.2926,6363.47229,8.27793,17.02411,0.7246,0.2494,0.026,0.2124,0.5292,0.018,0.138,0.1622,0.4288,0.018,0.138,1276.84431,10.15544,19.74467,0.9032,0.0888,0.008,0.077,0.1934,0.0066,0.0458,0.0616,0.1706,0.0066,0.0458,1587.64308,10.0953,19.37872,0.9024,0.043,0.0546,0.0394,0.1084,0.0354,0.3118,0.0314,0.0926,0.0354,0.3118
38,8902.75407,9.24908,18.24377,0.809,0.1316,0.0594,0.1706,0.2704,0.0586,0.3182,0.1178,0.2184,0.0586,0.3182,6831.50266,8.19247,17.07617,0.7384,0.2326,0.029,0.2622,0.4904,0.0296,0.1536,0.2012,0.4072,0.0296,0.1536,1133.46479,10.14618,19.76456,0.9092,0.0816,0.0092,0.0918,0.1788,0.01,0.0472,0.077,0.159,0.01,0.0472,3413.81356,9.99814,19.23845,0.8996,0.0392,0.0612,0.0482,0.0972,0.0618,0.3368,0.0374,0.0802,0.0618,0.3368
39,6857.68978,9.19341,18.0098,0.7796,0.1576,0.0628,0.148,0.2982,0.0296,0.312,0.1114,0.2408,0.0296,0.312,6884.9459,8.18874,16.81705,0.7106,0.2572,0.0322,0.2354,0.4842,0.0146,0.1442,0.1762,0.4068,0.0146,0.1442,1612.09006,10.11174,19.64912,0.8952,0.0938,0.011,0.0876,0.1838,0.0056,0.0494,0.0716,0.1652,0.0056,0.0494,2796.76475,10.002,19.21118,0.882,0.0518,0.0662,0.0536,0.109,0.032,0.3354,0.0398,0.0902,0.032,0.3354
40,8245.66468,9.14838,17.97502,0.7732,0.1626,0.0642,0.151,0.3434,0.0426,0.3194,0.1074,0.2634,0.0426,0.3194,6347.89967,8.21684,16.85775,0.7206,0.2466,0.0328,0.218,0.5362,0.0204,0.1572,0.1652,0.4316,0.0204,0.1572,1575.82605,10.16439,19.79956,0.9006,0.087,0.0124,0.0804,0.1902,0.0074,0.0574,0.0644,0.1668,0.0074,0.0574,2090.58713,9.98347,19.14777,0.8852,0.0478,0.067,0.0466,0.1136,0.0456,0.3426,0.036,0.0944,0.0456,0.3426
41,8533.86731,8.97184,17.8264,0.7688,0.1848,0.0464,0.1794,0.3976,0.0362,0.3018,0.128,0.3048,0.0362,0.3018,6669.46045,8.21107,16.86518,0.719,0.2572,0.0238,0.242,0.5512,0.0204,0.1466,0.1728,0.4314,0.0204,0.1466,1402.3188,10.1548,19.76574,0.9028,0.0892,0.008,0.0834,0.2004,0.0084,0.0502,0.0676,0.168,0.0084,0.0502,2453.45987,9.98888,19.20841,0.895,0.054,0.051,0.0524,0.1304,0.04,0.3342,0.0388,0.107,0.04,0.3342
42,7274.16822,9.45779,18.47156,0.8114,0.1392,0.0494,0.1342,0.292,0.0442,0.3354,0.095,0.2276,0.0442,0.3354,6520.84759,8.25579,16.9737,0.7302,0.2456,0.0242,0.213,0.5128,0.0238,0.166,0.1634,0.421,0.0238,0.166,1607.87242,10.13424,19.70898,0.9042,0.0862,0.0096,0.0798,0.1836,0.0112,0.0598,0.0646,0.1636,0.0112,0.0598,3397.74083,10.16466,19.54152,0.9044,0.0444,0.0512,0.0434,0.1088,0.0462,0.3498,0.0346,0.0916,0.0462,0.3498
43,7363.46379,9.32661,18.26572,0.8012,0.147,0.0518,0.1454,0.3068,0.0394,0.344,0.105,0.2398,0.0394,0.344,7162.72032,8.21737,17.00736,0.727,0.2474,0.0256,0.233,0.519,0.022,0.1748,0.1756,0.4234,0.022,0.1748,729.80887,10.13354,19.68784,0.9054,0.0858,0.0088,0.0814,0.188,0.0094,0.057,0.0668,0.1636,0.0094,0.057,3285.41756,10.10776,19.46309,0.9022,0.0442,0.0536,0.0488,0.1056,0.041,0.3612,0.0368,0.0838,0.041,0.3612
44,6828.1949,9.37955,18.44833,0.815,0.145,0.04,0.1576,0.3034,0.0306,0.3088,0.117,0.2428,0.0306,0.3088,6673.10138,8.17534,17.00659,0.7342,0.2444,0.0214,0.2588,0.51,0.017,0.1544,0.196,0.42,0.017,0.1544,1416.9018,10.17674,19.87458,0.9068,0.0866,0.0066,0.0892,0.1886,0.0068,0.055,0.0754,0.166,0.0068,0.055,1830.55583,10.17131,19.58625,0.9156,0.0428,0.0416,0.053,0.1018,0.0328,0.3284,0.038,0.0838,0.0328,0.3284
45,8675.06347,9.19231,18.07567,0.7852,0.169,0.0458,0.1518,0.3428,0.039,0.363,0.1046,0.2686,0.039,0.363,7626.09873,8.20815,16.89155,0.7156,0.2608,0.0236,0.2264,0.5412,0.0198,0.1844,0.1668,0.4338,0.0198,0.1844,892.10799,10.14641,19.68184,0.9042,0.0878,0.008,0.0762,0.1922,0.0092,0.0622,0.0628,0.167,0.0092,0.0622,2791.30205,10.12023,19.47294,0.9028,0.0494,0.0478,0.0476,0.1118,0.041,0.3854,0.036,0.094,0.041,0.3854
46,7824.46247,9.1369,17.85803,0.7684,0.1542,0.0774,0.1498,0.3098,0.0304,0.3356,0.1084,0.2456,0.0304,0.3356,7126.68717,8.18735,16.84615,0.7108,0.2504,0.0388,0.2308,0.5164,0.014,0.1658,0.1776,0.4174,0.014,0.1658,1676.19596,10.12614,19.67427,0.8922,0.0928,0.015,0.0896,0.1926,0.0054,0.058,0.0716,0.168,0.0054,0.058,2907.57313,9.99684,19.12304,0.871,0.0492,0.0798,0.0494,0.1128,0.0322,0.3522,0.0384,0.0928,0.0322,0.3522
